@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.299,4.7023,2.1685,10.3275,-1.4356,1.0303,2.8754,1.6957,6.9098,-0.2659,-3.0976,4.217,2.0535,9.0955,-7.0295,4.2235,4.703,2.1686,8.7417,0.0946,-0.2902,0.0965,-0.0708,-0.3326,0.2439,-0.7334,1.2788,1.056,0.9999,0.8258,0.7819,0.9469,1.6353,1.1151,0.9999,0.6819,0.6114,0.8967,4.1943,0.7645,-6.6647,0.1823,-1.589,-8.718,0.7768,3.7434,0.4392,4.8188,0.5654,0.1173,1.4946,1.1355,1.1814,0.7597,0.7904,1.0405,0.0338,6.0457,0.0333,-0.0895,-0.1294,-0.6978,0.7999,-0.7986,0.5499,0.004,0.0631,0.1708,0.7395,-0.0876,0.0006,0.0254,0.1439,?,0.1069,0.0019,0.0433,0.1421,0.1855,-6.2805,5.1426,-0.8188,2.4833,1.4575,0.5869,6.167,2.1242,0.3445,-3.367,14.9803,-4.4491,0,3.7577,0,1.1863,1.2019,1.0132,0.0058,0.7445,-0.7634,-0.1699,0.004,0,0,0,0,0,GIACCA
-0.5922,5.1361,2.2663,9.5228,-1.1855,1.3823,1.6579,1.2876,5.8508,-0.3835,-2.8877,2.6902,1.6402,9.4899,-4.5415,4.3615,1.062,1.0305,5.8464,0.2517,-0.4284,0.2051,-0.1358,-0.4787,0.3169,-0.6621,1.7601,1.3817,2.1992,0.785,1.2495,1.5916,3.098,1.9092,4.8364,0.6163,1.5611,2.5332,3.185,0.6642,-2.6273,0.2085,-0.8249,-3.9558,1.0303,2.5444,0.5577,2.4695,0.5413,0.2192,1.6276,1.0035,1.6288,0.6165,1.0008,1.6232,0.0336,6.4665,0.1179,-0.0207,-0.097,-0.0792,0.4061,-0.4567,0.5853,0.0039,0.0628,0.2053,0.6972,-0.1246,0.0001,0.0105,0.1391,?,0.099,0.0019,0.0435,0.1507,0.073,-4.6988,5.9097,-1.2577,5.9968,1.4441,0.2408,35.9619,2.0853,0.058,-3.3982,39.8209,-11.7181,0,4.1708,0,1.4758,1.3624,0.9231,0.0063,0.8089,-0.1713,0.4697,-0.645,0,0,0,0,0,GIACCA
-0.9116,9.8989,3.1463,14.7356,-1.4819,0.2948,1.7603,1.3268,6.533,-1.4732,-3.1511,7.3802,2.7167,17.3692,-0.9013,4.9633,5.2524,2.2918,9.034,0.0757,-3.0923,0.2893,-0.1837,-0.0936,0.0594,-0.6349,2.3714,1.1581,1.3728,0.4884,0.5789,1.1854,5.6234,1.3413,1.8847,0.2385,0.3351,1.4051,2.2609,1.0685,-11.8927,0.4726,-5.2601,-11.1298,2.2476,0.6499,0.6075,0.2892,0.2703,0.9347,2.2556,0.8484,1.6311,0.3761,0.7232,1.9226,0.034,7.144,-0.0291,-0.0275,-0.5649,-0.4551,0.2756,-0.4648,0.5573,0.0033,0.0576,0.202,0.6939,-0.0707,0.0015,0.0381,0.1238,-17.6209,0.1392,0.0041,0.0642,0.2191,0.0872,-7.8798,4.0035,-0.5081,1.513,0.8981,0.5936,2.2892,0.8066,0.3524,-3.9092,21.8785,-5.5967,99.2708,2.7498,0.0277,1.6319,0.9222,0.5651,0.006,0.7681,-0.8896,-0.5678,0.7531,0,0,0,0,0,GIACCA
-0.299,4.7023,2.1685,10.3275,-1.4356,1.0303,2.8754,1.6957,6.9098,-0.2659,-3.0976,4.217,2.0535,9.0955,-7.0295,4.2235,4.703,2.1686,8.7417,0.0946,-0.2902,0.0965,-0.0708,-0.3326,0.2439,-0.7334,1.2788,1.056,0.9999,0.8258,0.7819,0.9469,1.6353,1.1151,0.9999,0.6819,0.6114,0.8967,4.1943,0.7645,-6.6647,0.1823,-1.589,-8.718,0.7768,3.7434,0.4392,4.8188,0.5654,0.1173,1.4946,1.1355,1.1814,0.7597,0.7904,1.0405,0.0338,6.0457,0.0333,-0.0895,-0.1294,-0.6978,0.7999,-0.7986,0.5499,0.004,0.0631,0.1708,0.7395,-0.0876,0.0006,0.0254,0.1439,?,0.1069,0.0019,0.0433,0.1421,0.1855,-6.2805,5.1426,-0.8188,2.4833,1.4575,0.5869,6.167,2.1242,0.3445,-3.367,14.9803,-4.4491,0,3.7577,0,1.1863,1.2019,1.0132,0.0058,0.7445,-0.7634,-0.1699,0.004,0,0,0,0,0,GIACCA
-0.5922,5.1361,2.2663,9.5228,-1.1855,1.3823,1.6579,1.2876,5.8508,-0.3835,-2.8877,2.6902,1.6402,9.4899,-4.5415,4.3615,1.062,1.0305,5.8464,0.2517,-0.4284,0.2051,-0.1358,-0.4787,0.3169,-0.6621,1.7601,1.3817,2.1992,0.785,1.2495,1.5916,3.098,1.9092,4.8364,0.6163,1.5611,2.5332,3.185,0.6642,-2.6273,0.2085,-0.8249,-3.9558,1.0303,2.5444,0.5577,2.4695,0.5413,0.2192,1.6276,1.0035,1.6288,0.6165,1.0008,1.6232,0.0336,6.4665,0.1179,-0.0207,-0.097,-0.0792,0.4061,-0.4567,0.5853,0.0039,0.0628,0.2053,0.6972,-0.1246,0.0001,0.0105,0.1391,?,0.099,0.0019,0.0435,0.1507,0.073,-4.6988,5.9097,-1.2577,5.9968,1.4441,0.2408,35.9619,2.0853,0.058,-3.3982,39.8209,-11.7181,0,4.1708,0,1.4758,1.3624,0.9231,0.0063,0.8089,-0.1713,0.4697,-0.645,0,0,0,0,0,GIACCA
-0.9116,9.8989,3.1463,14.7356,-1.4819,0.2948,1.7603,1.3268,6.533,-1.4732,-3.1511,7.3802,2.7167,17.3692,-0.9013,4.9633,5.2524,2.2918,9.034,0.0757,-3.0923,0.2893,-0.1837,-0.0936,0.0594,-0.6349,2.3714,1.1581,1.3728,0.4884,0.5789,1.1854,5.6234,1.3413,1.8847,0.2385,0.3351,1.4051,2.2609,1.0685,-11.8927,0.4726,-5.2601,-11.1298,2.2476,0.6499,0.6075,0.2892,0.2703,0.9347,2.2556,0.8484,1.6311,0.3761,0.7232,1.9226,0.034,7.144,-0.0291,-0.0275,-0.5649,-0.4551,0.2756,-0.4648,0.5573,0.0033,0.0576,0.202,0.6939,-0.0707,0.0015,0.0381,0.1238,-17.6209,0.1392,0.0041,0.0642,0.2191,0.0872,-7.8798,4.0035,-0.5081,1.513,0.8981,0.5936,2.2892,0.8066,0.3524,-3.9092,21.8785,-5.5967,99.2708,2.7498,0.0277,1.6319,0.9222,0.5651,0.006,0.7681,-0.8896,-0.5678,0.7531,0,0,0,0,0,GIACCA
2.2143,7.1242,2.6691,10.0292,-0.3627,3.0981,2.123,1.4571,5.6037,0.0679,0.2766,7.0862,2.662,11.2251,-0.9561,5.2987,2.8353,1.6838,7.3033,0.2203,0.7147,8.0041,0.4179,11.1991,0.5847,0.0522,1.8319,1.0027,1.5851,0.5474,0.8653,1.5809,3.3557,1.0054,2.5127,0.2996,0.7488,2.4993,-6.536,0.4865,-1.2935,-0.0744,0.1979,-2.6588,1.2242,1.2826,0.7857,1.0477,0.6418,0.6126,1.7898,0.8935,1.3732,0.4992,0.7673,1.537,0.0406,8.1916,-0.083,-0.7027,0.7315,0.599,0.3498,-0.309,0.5924,0.0069,0.0829,0.2681,0.6279,-0.3349,0.0352,0.1876,0.5883,?,-0.6898,0.0008,0.0283,0.7348,?,-1.7688,-0.8588,0.4855,0.4421,2.9282,6.6231,0.1955,8.5744,43.8659,-0.769,-0.6156,0.8006,0,0,1,0.4558,0.3649,0.8006,0.0103,1.6172,0.9896,-0.6454,-0.6419,0,0,0,0,0,GIACCA
0.6379,9.762,3.1244,12.1913,-0.4174,0.5669,3.9516,1.9879,7.3175,-0.5364,-0.9453,6.9364,2.6337,12.2486,-0.8789,4.15,5.0497,2.2471,9.6012,0.0466,1.1254,-0.6749,0.1537,-0.5997,0.1366,-0.2278,1.5718,1.1863,1.3904,0.7548,0.8846,1.172,2.4704,1.4074,1.9332,0.5697,0.7825,1.3736,1.4052,0.6266,-7.6473,0.4459,-5.4422,-12.2051,1.806,1.3194,0.8541,0.7306,0.4729,0.6473,1.6661,0.9953,1.2698,0.5974,0.7621,1.2757,0.0131,6.511,0.8879,-0.5319,0.6384,-0.5054,0.5994,-0.3488,0.6408,0.0005,0.0226,0.0792,0.8845,-0.2217,0.0155,0.1245,0.4501,?,-0.6726,0.0044,0.0666,0.7417,?,-2.8902,-0.9527,0.3296,0.1816,0.3393,1.8691,0.033,0.1152,3.4934,-1.3478,-0.8178,0.6068,0,0,1,0.176,0.1068,0.6068,0.0098,1.5351,-0.4178,0.6801,-0.9432,0,0,0,0,0,GIACCA
0.0149,0.0068,0.0825,0.3552,-0.6894,-0.0288,0.0068,0.0824,0.3635,-2.1972,-0.0137,0.0031,0.0555,0.286,-1.1038,0.1192,0.0037,0.0608,0.2483,0.0871,-0.5191,-1.0879,0.1253,2.0958,-0.2414,-0.1152,1.0015,1.485,1.3576,1.4828,1.3556,0.9142,1.003,2.2053,1.8431,2.1987,1.8376,0.8358,0.5803,0.966,-6.1175,1.6646,-10.5421,-6.3329,1.8496,1.5467,0.773,0.8363,0.4179,0.4997,0.9773,1.242,1.4304,1.2709,1.4637,1.1517,0.0004,0.1773,-0.4427,-0.2597,0.4722,-0.2523,-0.5749,0.0525,0.3513,0,0.0008,0.003,0.9916,-0.6034,0,0.0002,0.6038,?,-0.1184,0,0.0029,0.1219,?,-0.5822,-2.968,5.0978,4.1264,0.2589,0.0627,17.027,0.067,0.0039,-0.5795,-2.8701,4.9524,0,0,1,0.0049,0.0243,4.9524,0.0073,1.0731,1.4161,0.9569,0.8179,0,0,0,0,0,GIACCA
-0.0564,0.0346,0.1861,0.8418,-1.7208,0.0842,0.0235,0.1534,0.7332,-0.4552,-0.021,0.0162,0.1274,0.5028,-1.1078,0.2511,0.022,0.1484,0.7424,0.0231,-0.6695,2.6889,-0.2244,-4.0162,0.3352,-0.0835,1.2132,1.4599,1.2537,1.2033,1.0334,0.8588,1.4719,2.1313,1.5718,1.448,1.0678,0.7375,2.3212,2.0147,-30.3854,0.868,-13.0902,-15.0816,0.6141,1.297,0.4071,2.1122,0.663,0.3139,1.1481,1.6742,1.1339,1.4583,0.9876,0.6772,0.0011,0.3928,-0.589,0.1927,-0.5039,-0.699,0.6526,-0.3913,0.3659,0,0.0022,0.0076,0.9796,-0.6121,0,0.0011,0.6134,?,-0.1211,0,0.0038,0.1249,?,-0.5978,-3.0209,5.0538,2.0022,0.5898,0.2946,4.0087,0.3479,0.0868,-0.5911,-2.9029,4.9108,0,0,1,0.0123,0.0605,4.9108,0.0079,1.099,0.2617,0.3614,0.9613,0,0,0,0,0,GIACCA
-2.9032,7.4103,2.7222,10.5334,-5.8896,-0.4475,3.0938,1.7589,9.7717,-1.3292,-1.0577,3.7547,1.9377,9.0958,-1.9788,3.9668,8.2706,2.8759,9.9558,0.071,6.4881,2.7448,-0.7319,0.4231,-0.1128,-0.2666,1.5476,1.4049,0.9466,0.9077,0.6116,0.6738,2.3952,1.9736,0.896,0.824,0.3741,0.454,1.6147,1.4902,-11.8399,0.9229,-7.3324,-7.945,0.3644,0.5007,0.1427,1.3739,0.3915,0.2849,1.0779,1.158,1.058,1.0743,0.9815,0.9136,0.0329,6.0846,-0.5061,0.5773,-0.9324,-0.4877,0.4889,-0.718,0.1187,0.0005,0.0216,0.0614,0.5748,0.2436,0.0215,0.1465,0.403,0.1157,0.0215,0.0359,0.1896,0.6242,-1.6757,0.4873,5.5251,11.3383,0.1475,0.114,0.773,0.0218,0.013,0.5975,1.574,-0.2122,-0.1348,0.3167,0.6188,1.9536,0.1523,0.0983,0.6457,0.0029,0.5278,-0.409,0.1442,-0.9523,2.6947,0.2121,0.4605,1,0.6667,GIACCA
