@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.1771,0.03,0.1731,1.0238,-2.341,0.5559,0.3969,0.63,2.5661,-0.3243,0.0038,0.0345,0.1857,1.0861,-1.1175,0.7571,0.2286,0.4781,1.9816,0.0338,-0.3185,-46.3326,-0.2339,145.4736,0.7343,0.005,0.2748,0.9321,0.3621,3.3921,1.3177,0.3885,0.0755,0.8688,0.1311,11.5065,1.7363,0.1509,1.1416,1.2516,-10.3525,1.0963,-9.0681,-8.2714,0.1581,0.5974,0.1494,3.7777,0.9448,0.2501,0.399,0.9427,0.5167,2.3626,1.295,0.5481,0.004,1.0266,-0.5609,0.1043,-0.5903,0.1505,0.91,0.1485,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0537,0.023,0.1516,0.841,-0.4976,-0.1606,0.1061,0.3258,1.7803,-2.8418,0.003,0.052,0.2281,1.7065,-0.9454,0.3787,0.0664,0.2576,1.3398,0.0291,-0.3343,17.8969,0.1417,-53.5407,-0.424,0.0079,0.4653,0.6646,0.5884,1.4284,1.2646,0.8854,0.2165,0.4417,0.3462,2.0403,1.5993,0.7839,0.2122,0.3369,-6.9656,1.5879,-32.8268,-20.6732,1.2119,0.6402,0.407,0.5283,0.3358,0.6357,0.4724,0.4928,0.6277,1.0432,1.3288,1.2738,0.0013,0.5506,-0.3683,0.6089,0.5523,-0.4406,-0.6034,0.3073,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.6112,3.9092,1.9772,17.8483,-0.9381,1.8715,10.8537,3.2945,17.7631,-0.3671,0.1818,3.811,1.9522,13.7103,-1.1082,3.9356,6.9938,2.6446,13.5023,0.0219,0.3266,3.3619,0.1553,10.2946,0.4755,0.0462,0.6001,1.0128,0.7476,1.6876,1.2458,0.7382,0.3602,1.0257,0.5589,2.848,1.5519,0.5449,1.8113,1.1987,-28.5749,0.6618,-15.7763,-23.8386,0.7088,1.4161,0.6671,1.998,0.9412,0.4711,1.0048,1.3018,1.3219,1.2956,1.3156,1.0154,0.0135,5.7043,-0.0477,-0.0919,-0.0912,0.2623,0.7067,0.2218,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6987,2.8325,1.683,9.7451,-0.7415,0.9972,14.7238,3.8372,18.998,-0.3684,-0.0004,2.3012,1.517,7.0903,-0.935,3.3665,10.0066,3.1633,14.0171,0.0027,0.7007,-1696.306,0.2075,-2420.9746,0.2962,-0.0001,0.4386,1.1095,0.532,2.5295,1.213,0.4796,0.1924,1.2309,0.2831,6.3983,1.4714,0.23,0.8113,1.2111,-108.631,1.4929,-133.9035,-89.6946,0.4031,1.5271,0.3981,3.7889,0.9878,0.2607,0.513,1.3744,0.6952,2.6794,1.3553,0.5058,0.0084,4.962,0.2963,0.337,0.3516,0.2707,0.6949,0.0216,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6846,3.3153,1.8208,12.6194,-0.9506,1.8181,10.4569,3.2337,17.973,-0.2736,0.3988,5.297,2.3015,11.9669,-0.6008,3.3956,11.4728,3.3872,15.4658,0.0039,0.3765,1.7166,0.2016,4.5591,0.5354,0.1174,0.5631,0.7911,0.5376,1.405,0.9547,0.6795,0.317,0.6259,0.289,1.9741,0.9115,0.4617,1.593,1.3693,-101.1461,0.8595,-63.4942,-73.8692,0.4584,0.8654,0.4167,1.8878,0.9089,0.4815,0.7021,1.0545,0.816,1.5019,1.1621,0.7738,0.0135,5.0053,0.008,0.1119,0.1787,0.0887,0.8114,0.2567,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6112,3.9092,1.9772,17.8483,-0.9381,1.8715,10.8537,3.2945,17.7631,-0.3671,0.1818,3.811,1.9522,13.7103,-1.1082,3.9356,6.9938,2.6446,13.5023,0.0219,0.3266,3.3619,0.1553,10.2946,0.4755,0.0462,0.6001,1.0128,0.7476,1.6876,1.2458,0.7382,0.3602,1.0257,0.5589,2.848,1.5519,0.5449,1.8113,1.1987,-28.5749,0.6618,-15.7763,-23.8386,0.7088,1.4161,0.6671,1.998,0.9412,0.4711,1.0048,1.3018,1.3219,1.2956,1.3156,1.0154,0.0135,5.7043,-0.0477,-0.0919,-0.0912,0.2623,0.7067,0.2218,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6987,2.8325,1.683,9.7451,-0.7415,0.9972,14.7238,3.8372,18.998,-0.3684,-0.0004,2.3012,1.517,7.0903,-0.935,3.3665,10.0066,3.1633,14.0171,0.0027,0.7007,-1696.306,0.2075,-2420.9746,0.2962,-0.0001,0.4386,1.1095,0.532,2.5295,1.213,0.4796,0.1924,1.2309,0.2831,6.3983,1.4714,0.23,0.8113,1.2111,-108.631,1.4929,-133.9035,-89.6946,0.4031,1.5271,0.3981,3.7889,0.9878,0.2607,0.513,1.3744,0.6952,2.6794,1.3553,0.5058,0.0084,4.962,0.2963,0.337,0.3516,0.2707,0.6949,0.0216,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6846,3.3153,1.8208,12.6194,-0.9506,1.8181,10.4569,3.2337,17.973,-0.2736,0.3988,5.297,2.3015,11.9669,-0.6008,3.3956,11.4728,3.3872,15.4658,0.0039,0.3765,1.7166,0.2016,4.5591,0.5354,0.1174,0.5631,0.7911,0.5376,1.405,0.9547,0.6795,0.317,0.6259,0.289,1.9741,0.9115,0.4617,1.593,1.3693,-101.1461,0.8595,-63.4942,-73.8692,0.4584,0.8654,0.4167,1.8878,0.9089,0.4815,0.7021,1.0545,0.816,1.5019,1.1621,0.7738,0.0135,5.0053,0.008,0.1119,0.1787,0.0887,0.8114,0.2567,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1469,5.4691,2.3386,16.1037,-3.1974,-0.6342,13.1005,3.6195,26.3848,-0.2766,0.2508,2.2705,1.5068,10.7166,-0.3518,3.5581,8.6669,2.944,24.479,0.0058,0.2316,-0.5857,-0.0413,-2.5287,-0.1783,0.0705,0.6461,1.552,0.7944,2.402,1.2295,0.5118,0.4175,2.4087,0.631,5.7698,1.5116,0.262,2.1461,4.3983,-85.4067,2.0495,-39.7965,-19.418,0.1856,0.484,0.1558,2.6072,0.8394,0.322,0.6103,1.5027,0.6579,2.4621,1.0779,0.4378,0.0048,5.416,-0.8119,-0.0283,-0.4349,0.3038,0.5143,0.6015,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0392,4.2867,2.0704,8.8354,-1.06,-0.9375,12.9156,3.5938,15.5279,-1.2764,0.2797,2.1339,1.4608,9.6124,-1.1132,3.8242,5.6705,2.3813,9.3583,0.021,-0.0419,0.1403,0.0103,-3.3517,-0.2452,0.0731,0.5761,1.4173,0.8695,2.4602,1.5092,0.6134,0.3319,2.0089,0.756,6.0526,2.2777,0.3763,0.5222,0.8978,-22.6683,1.7194,-43.4126,-25.2486,0.6288,0.9429,0.4487,1.4996,0.7136,0.4759,0.569,0.9192,0.9441,1.6154,1.6593,1.0272,0.0069,5.7936,-0.8646,-0.1247,0.011,0.0384,-0.166,0.2478,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0389,0.0086,0.0927,0.4729,-0.9447,-0.0491,0.0291,0.1706,1.1139,-1.1181,-0.0012,0.0091,0.0953,0.4723,-0.9266,0.2007,0.0104,0.1021,0.5885,0.0344,-0.7916,-32.0479,0.1937,40.4836,-0.2447,-0.006,0.5434,0.9721,0.9078,1.7891,1.6707,0.9339,0.2952,0.945,0.8241,3.2008,2.7913,0.8721,0.3907,1.0113,-10.9506,2.5886,-28.0295,-10.828,0.4624,0.9919,0.399,2.1452,0.8629,0.4022,0.4245,1.0013,0.8036,2.3585,1.8929,0.8026,0.0005,0.2979,0.0081,0.6545,0.0564,0.2402,-0.3078,-0.0185,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0479,0.0103,0.1014,0.5321,-0.9281,-0.1081,0.0208,0.1443,0.7483,-1.3215,0.0036,0.008,0.0895,0.5182,-0.8412,0.2089,0.0095,0.0973,0.4606,0.0417,-0.4434,13.1457,0.2293,-29.6486,-0.5172,0.0174,0.7022,1.1319,1.0419,1.6119,1.4838,0.9205,0.4931,1.2811,1.0856,2.5982,2.2017,0.8474,0.6013,1.0818,-12.7748,1.7991,-21.2452,-11.8085,0.8562,0.9805,0.5741,1.1452,0.6706,0.5855,0.7111,1.0268,1.1551,1.444,1.6244,1.125,0.0008,0.312,-0.5852,0.4809,0.2488,-0.1897,-0.4786,0.1694,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
2.0527,10.3977,3.2246,12.2866,-0.2113,-3.1825,40.7039,6.38,27.1336,-6.6549,1.2258,16.1658,4.0207,19.1957,-0.4108,6.0086,47.008,6.8562,25.2244,0.0072,-0.645,1.6746,0.3416,-2.5963,-0.5297,0.204,0.5054,0.802,0.4703,1.5868,0.9305,0.5864,0.2554,0.6432,0.2212,2.5179,0.8659,0.3439,0.0909,0.3834,-11.7627,4.2205,-129.4672,-30.6761,2.8617,0.7455,0.3992,0.2605,0.1395,0.5356,0.4528,0.6401,0.4871,1.4135,1.0757,0.761,0.0278,9.3263,-0.5708,0.4598,0.7552,-0.6264,-0.9265,0.7065,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
1.8807,14.6546,3.8281,15.4974,-0.1155,-1.5682,25.1264,5.0126,27.1797,-5.89,0.8035,17.8946,4.2302,23.4555,-0.3371,4.6754,42.4584,6.516,29.1392,0.0022,-1.1993,2.3407,0.4023,-1.9517,-0.3354,0.1719,0.7637,0.905,0.5875,1.185,0.7693,0.6492,0.5832,0.8189,0.3452,1.4041,0.5918,0.4215,0.069,0.2712,-24.5373,3.9288,-355.4051,-90.4608,3.5219,0.792,0.4757,0.2249,0.1351,0.6006,0.5702,0.6607,0.5318,1.1588,0.9328,0.8049,0.0181,7.252,-0.4554,0.3851,0.7547,-0.7025,-0.8546,0.7168,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
2.0527,10.3977,3.2246,12.2866,-0.2113,-3.1825,40.7039,6.38,27.1336,-6.6549,1.2258,16.1658,4.0207,19.1957,-0.4108,6.0086,47.008,6.8562,25.2244,0.0072,-0.645,1.6746,0.3416,-2.5963,-0.5297,0.204,0.5054,0.802,0.4703,1.5868,0.9305,0.5864,0.2554,0.6432,0.2212,2.5179,0.8659,0.3439,0.0909,0.3834,-11.7627,4.2205,-129.4672,-30.6761,2.8617,0.7455,0.3992,0.2605,0.1395,0.5356,0.4528,0.6401,0.4871,1.4135,1.0757,0.761,0.0278,9.3263,-0.5708,0.4598,0.7552,-0.6264,-0.9265,0.7065,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
1.8807,14.6546,3.8281,15.4974,-0.1155,-1.5682,25.1264,5.0126,27.1797,-5.89,0.8035,17.8946,4.2302,23.4555,-0.3371,4.6754,42.4584,6.516,29.1392,0.0022,-1.1993,2.3407,0.4023,-1.9517,-0.3354,0.1719,0.7637,0.905,0.5875,1.185,0.7693,0.6492,0.5832,0.8189,0.3452,1.4041,0.5918,0.4215,0.069,0.2712,-24.5373,3.9288,-355.4051,-90.4608,3.5219,0.792,0.4757,0.2249,0.1351,0.6006,0.5702,0.6607,0.5318,1.1588,0.9328,0.8049,0.0181,7.252,-0.4554,0.3851,0.7547,-0.7025,-0.8546,0.7168,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.4193,15.5688,3.9457,21.8026,-1.9855,-1.537,27.2633,5.2214,24.2199,-2.8558,0.3448,26.355,5.1337,28.2473,-0.7871,6.7423,26.3859,5.1367,22.6617,0.0345,0.2728,-1.216,-0.0622,-4.4578,-0.228,0.0511,0.7557,0.7686,0.7681,1.0171,1.0165,0.9994,0.5711,0.5907,0.59,1.0345,1.0333,0.9988,0.8083,1.1655,-17.8888,1.4419,-22.1313,-15.3486,1.1626,0.462,0.3111,0.3974,0.2676,0.6734,0.9002,0.7718,0.9621,0.8574,1.0688,1.2465,0.011,10.4079,0.589,0.4401,-0.3625,-0.2623,-0.6943,0.3753,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_BASSA
