@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4559,6.1977,2.4895,14.7071,-2.3121,-0.9164,4.8018,2.1913,8.7833,-1.0645,-0.3858,28.8485,5.3711,19.9843,-0.9027,5.6483,9.1415,3.0235,12.9728,0.1033,0.4975,1.1818,-0.0807,2.3756,-0.1622,-0.0683,1.1361,0.4635,0.8234,0.408,0.7248,1.7764,1.2907,0.2148,0.678,0.1664,0.5253,3.1558,2.267,1.0828,-6.8708,0.4777,-3.0308,-6.3453,1.0437,0.4228,0.3069,0.4051,0.2941,0.726,1.6744,0.7359,1.1337,0.4395,0.6771,1.5405,0.0109,7.9617,0.3793,-0.0912,-0.3524,0.3274,-0.1264,0.3563,-0.0842,0.0211,0.1454,0.5571,-8.3424,0.1039,0.0219,0.148,0.5379,-0.1874,0.6617,0.0106,0.1032,0.4682,0.37,-0.81,-0.1272,0.1571,0.9822,1.409,1.4345,0.9647,1.9852,2.0577,5.8604,-1.8091,-0.3087,0.1316,0.0802,0.6095,1.0357,1.1899,1.1488,0.0068,0.8968,-0.7537,0.9494,-0.7186,?,?,?,?,?,PANTALONI
0.0749,3.3197,1.822,10.4375,-1.7268,-0.8837,2.2654,1.5051,7.1984,-1.3911,0.9067,3.6936,1.9219,9.2341,-0.2473,2.6301,3.9696,1.9924,7.8069,0.0136,-0.0847,0.0826,0.0285,-0.9747,-0.336,0.3447,1.2105,0.948,0.9145,0.7832,0.7554,0.9646,1.4654,0.8988,0.8363,0.6133,0.5707,0.9305,1.5783,3.61,-61.2603,2.2872,-38.8133,-16.9698,1.2714,0.517,0.4836,0.4067,0.3804,0.9354,1.45,1.1303,1.337,0.7795,0.9221,1.1828,0.0127,3.9175,-0.7654,-0.3111,-0.3333,0.1086,-0.1076,0.6387,0.4641,0.0255,0.1596,0.4273,0.338,-0.2159,0.0128,0.1132,0.3693,?,-0.2746,0.0934,0.3056,0.8069,-3.7888,-2.1497,-1.6898,0.7861,1.4094,0.5222,0.3705,1.9864,0.2727,0.1373,-0.5907,-0.3417,0.5785,0,3.8309,0,1.1572,0.5296,0.4577,0.0058,1.0161,-0.7755,0.8373,-0.9778,?,?,?,?,?,PANTALONI
0.1715,3.1747,1.7818,7.4789,-0.5566,0.088,4.3183,2.0781,11.9823,-1.2426,0.3773,5.156,2.2707,10.9162,-0.643,3.1586,2.8521,1.6888,7.1863,0.0643,1.9496,0.4545,0.0543,0.2331,0.0278,0.1195,0.8574,0.7847,1.055,0.9152,1.2305,1.3445,0.7352,0.6157,1.1131,0.8375,1.5141,1.8078,0.4028,0.626,-5.4184,1.5542,-13.4523,-8.6557,0.8993,0.7231,0.6256,0.8042,0.6957,0.8652,0.6242,0.6851,1.0407,1.0977,1.6674,1.519,0.0042,4.6551,0.5263,0.3182,0.1974,0.2903,-0.0587,0.416,-0.6942,0.0021,0.046,0.7567,?,0.3569,0.0047,0.0687,0.1852,0.5786,-0.2642,0.0046,0.0675,0.3954,?,-1.9451,2.6272,-1.3507,0.6691,0.6809,1.0176,0.4477,0.4636,1.0355,-2.9747,1.9135,-0.6433,0,1,0,4.0851,1.9135,0.4684,0.0082,1.3154,0.3294,-0.9666,-0.4638,?,?,?,?,?,PANTALONI
-0.1632,5.5242,2.3504,12.2301,-0.9262,0.3983,3.7047,1.9248,11.5228,-1.2255,0.267,8.277,2.877,25.8488,-0.6977,3.5916,4.8628,2.2052,15.1278,0.0309,-0.4098,-0.6112,-0.0454,1.4917,0.1109,0.0743,1.2211,0.817,1.0658,0.669,0.8728,1.3046,1.4911,0.6674,1.136,0.4476,0.7618,1.7021,0.9268,0.5536,-12.2081,0.5973,-13.172,-22.0531,1.2263,0.417,0.4068,0.3401,0.3317,0.9754,1.0614,0.4731,0.8084,0.4458,0.7617,1.7087,0.0026,5.4355,0.036,-0.3148,0.0596,-0.1293,0.0554,0.1048,-0.6599,0.0051,0.0714,0.7839,?,0.2368,0.0078,0.0886,0.3361,-0.018,0.6151,0.005,0.071,0.287,0.5987,-2.7867,-1.0728,0.385,0.8065,1.0053,1.2465,0.6504,1.0107,1.5539,131.8525,-1.8307,-0.0139,0,0,0.4617,2.3323,2.7315,1.1712,0.0047,1.5119,-0.2632,0.9347,-0.4025,?,?,?,?,?,PANTALONI
0.5871,19.4879,4.4145,25.8075,-0.7726,-0.6706,8.4418,2.9055,14.6059,-1.4199,-0.2145,22.9885,4.7946,34.7819,-0.9534,6.176,13.6151,3.6899,18.5335,0.0489,-0.8756,-2.7376,0.0951,3.1265,-0.1086,-0.0347,1.5194,0.9207,1.1964,0.606,0.7874,1.2994,2.3085,0.8477,1.4313,0.3672,0.62,1.6885,1.3125,0.6626,-11.8112,0.5048,-8.999,-17.8259,2.4121,0.8177,0.7472,0.339,0.3098,0.9138,1.7669,0.742,1.3925,0.4199,0.7881,1.8767,0.0046,9.1332,0.2336,0.092,0.0639,0.0772,-0.0672,-0.0873,-0.6499,0.0024,0.0492,0.751,?,0.2614,0.0014,0.0372,0.1597,0.5205,0.5035,0.0159,0.1261,0.5146,0.1876,-2.4861,-1.2907,0.5191,1.322,0.3902,0.2952,1.7477,0.1523,0.0871,-4.3334,-6.3185,1.4581,0,0,0.5256,4.7032,1.4593,0.3103,0.0043,1.4148,0.7684,0.957,0.6726,?,?,?,?,?,PANTALONI
0.4903,6.2195,2.4939,14.0644,-0.3225,-0.8048,3.2578,1.8049,8.9893,-1.7794,-0.3739,8.1307,2.8514,22.4871,-0.3059,3.831,3.959,1.9897,17.001,0.0538,-0.6093,-1.3115,0.128,2.1525,-0.2101,-0.0976,1.3817,0.8746,1.2534,0.633,0.9071,1.4331,1.9091,0.7649,1.571,0.4007,0.8229,2.0537,0.5959,0.6511,-3.5492,1.0927,-5.956,-5.4509,3.2882,0.6176,0.5919,0.1878,0.18,0.9584,1.5646,0.6254,0.8273,0.3998,0.5288,1.3227,0.0056,5.6029,0.3776,0.0978,0.4196,-0.0553,-0.0756,0.469,-0.2126,0.0406,0.2015,0.6334,-2.2716,-0.1729,0.082,0.2864,0.8386,-1.7284,-0.3369,0.5569,0.7462,1.8797,-0.993,1.23,0.6311,0.5131,0.7033,0.27,0.3838,0.4947,0.0729,0.1473,0.8278,0.4696,0.5672,0.6299,0.2053,0.3259,0.7553,0.3369,0.4461,0.0024,1.3915,0.9527,0.9136,0.8513,?,?,?,?,?,PANTALONI
-0.0025,17.9054,4.2315,32.1505,-0.7984,-0.7457,14.8965,3.8596,23.5831,-0.377,0.423,10.4238,3.2286,21.1038,-0.2937,4.9719,19.2411,4.3865,23.4023,0.0104,0.0034,-0.006,-0.0005,-1.7631,-0.15,0.0851,1.0963,1.3106,0.9647,1.1954,0.8799,0.736,1.202,1.7177,0.9306,1.4291,0.7742,0.5417,2.2105,2.9793,-57.9234,1.3478,-26.2033,-19.4418,1.0438,1.0959,0.7559,1.0498,0.7242,0.6898,1.3633,1.5234,1.3738,1.1175,1.0077,0.9018,0.0046,7.3233,-0.0867,-0.2954,-0.0746,0.4748,0.7182,0.6256,0.2463,0.0122,0.1107,0.3375,0.1767,-0.6583,0.0113,0.1063,0.8106,?,-0.2552,0.0524,0.2288,0.6588,-3.4877,-0.3742,-0.9654,2.5798,1.0406,0.4836,0.4647,1.0828,0.2339,0.216,-0.0894,-0.1415,1.5831,0,2.7927,0,0.4164,0.5123,1.2303,0.004,1.1963,0.2645,0.1631,0.9334,?,?,?,?,?,PANTALONI
0.2069,0.3721,0.61,2.9295,-0.6471,-0.2591,0.1168,0.3418,1.4747,-2.2875,-0.1903,0.3853,0.6208,2.0308,-1.66,0.964,0.0911,0.3019,1.5278,0.1579,-0.7983,-1.0867,0.2146,1.3613,-0.2688,-0.1974,1.7847,0.9827,2.0208,0.5506,1.1323,2.0563,3.1851,0.9657,4.0835,0.3032,1.2821,4.2285,1.1216,0.9081,-4.0166,0.8097,-3.581,-4.4229,3.9649,2.3296,0.9803,0.5876,0.2472,0.4208,1.9865,1.4425,1.9174,0.7262,0.9652,1.3292,0.0021,1.442,0.4006,0.5827,0.1847,0.1145,0.2418,-0.2788,0.3944,0.0006,0.0248,0.0987,0.7791,-0.6164,0.0003,0.0165,0.6329,?,-0.1115,0.0009,0.0305,0.1613,?,-0.6399,-3.5385,5.5301,1.5098,0.8143,0.5393,2.2795,0.6631,0.2909,-0.5498,-2.1578,3.9248,0,0,1,0.1559,0.6119,3.9248,0.0041,1.1224,0.9549,0.9126,0.8659,?,?,?,?,?,PANTALONI
0.2068,0.5478,0.7401,3.1022,-0.7055,-0.4865,0.2126,0.4611,1.7403,-2.4614,-0.8401,0.1576,0.397,1.8523,-10.7875,1.33,0.1342,0.3664,1.6279,0.2058,-0.4251,-0.2462,0.1555,0.5791,-0.3658,-0.6316,1.6053,1.8642,2.0201,1.1613,1.2584,1.0836,2.5769,3.4752,4.0806,1.3486,1.5835,1.1742,1.037,0.757,-3.0413,0.73,-2.9329,-4.0175,3.6177,11.5748,0.8873,3.1995,0.2453,0.0767,1.7826,1.6748,1.9056,0.9395,1.069,1.1378,0.0054,2.049,-0.0085,-0.0452,0.307,0.1439,-0.4594,-0.6606,0.2724,0.0018,0.0427,0.1408,0.5467,-0.6501,0.0005,0.0219,0.6951,?,-0.2231,0.0013,0.0354,0.3158,?,-0.419,-1.221,2.9139,1.9511,1.2052,0.6177,3.8069,1.4524,0.3815,-0.2443,-0.5377,2.201,0,0,1,0.2026,0.4459,2.201,0.004,1.1456,0.918,0.9478,0.9865,?,?,?,?,?,PANTALONI
-0.3724,6.2902,2.508,11.5591,-0.7604,-0.7307,1.6579,1.2876,5.9793,-2.8654,0.7615,7.8952,2.8098,12.361,-0.5946,3.5299,4.6359,2.1531,7.8518,0.034,0.5096,-0.489,-0.1055,-0.9596,-0.207,0.2157,1.9478,0.8926,1.1648,0.4582,0.598,1.305,3.7941,0.7967,1.3568,0.21,0.3576,1.7031,1.1264,1.0832,-18.0895,0.9616,-16.059,-16.6995,4.2448,0.8471,0.8079,0.1996,0.1903,0.9537,1.9332,0.9351,1.4722,0.4837,0.7615,1.5743,0.0112,5.1612,-0.2782,-0.7135,-0.0315,0.0179,-0.4042,0.2122,0.2713,0.1029,0.3207,1.0783,-0.9455,0.2262,0.0961,0.3101,1.0398,-0.951,0.4954,0.2592,0.5091,1.4807,-0.9429,1.1992,0.5477,0.4567,1.0344,0.63,0.609,1.07,0.3969,0.3709,1.034,0.7292,0.7053,1.0399,0.7273,0.6993,1.037,0.7282,0.7022,0.0061,1.4999,0.9687,0.9799,0.9844,?,?,?,?,?,PANTALONI
0.1838,6.3178,2.5135,13.0288,-0.5238,-0.8724,3.6516,1.9109,8.9153,-1.2672,0.249,8.1088,2.8476,14.0992,-0.8311,3.9361,3.4424,1.8554,8.2105,0.0965,-0.2107,0.7381,0.0467,-3.5037,-0.2217,0.0633,1.3153,0.8827,1.3547,0.6711,1.0299,1.5348,1.7301,0.7791,1.8352,0.4503,1.0608,2.3555,0.8988,0.6999,-5.107,0.7787,-5.682,-7.297,2.1743,1.1104,0.9409,0.5107,0.4327,0.8473,1.4614,0.9241,1.5868,0.6323,1.0858,1.7172,0.005,6.0007,0.268,0.349,0.339,0.0851,0.0786,0.0765,0.4945,0.0047,0.0687,0.2237,0.6547,0.1248,0.0026,0.0505,0.198,0.1239,0.7182,0.0145,0.1204,0.4023,0.5203,3.9624,0.6885,0.1738,1.3588,0.5701,0.4195,1.8465,0.325,0.176,15.1461,0.9719,0.0642,2.866,0.7724,0.2695,1.1297,0.556,0.4922,0.0048,1.3375,-0.3039,-0.8883,0.3566,?,?,?,?,?,PANTALONI
0.4514,19.6839,4.4367,18.4203,-0.4753,-1.4379,6.865,2.6201,11.8339,-2.2816,1.5986,9.3543,3.0585,15.7147,-0.243,5.5034,10.4426,3.2315,15.3492,0.0568,-0.314,0.2824,0.082,-0.8995,-0.2613,0.2905,1.6933,1.4506,1.3729,0.8567,0.8108,0.9465,2.8673,2.1043,1.885,0.7339,0.6574,0.8958,0.7213,1.9315,-6.4225,2.678,-8.9045,-3.3251,3.4624,0.9876,0.7673,0.2852,0.2216,0.7769,1.5566,1.1722,1.2001,0.753,0.771,1.0238,0.0117,8.0318,0.4187,0.5338,0.6121,0.2162,-0.0315,0.7704,0.2403,0.0295,0.1719,0.4623,0.1665,-0.3242,0.0044,0.0664,0.4168,?,-0.4136,0.1685,0.4104,1.1965,-2.4162,-0.7413,-0.581,0.7838,2.5897,0.4188,0.1617,6.7068,0.1754,0.0261,-0.2216,-0.1091,0.4925,0,1.5835,0,1.1091,0.3863,0.3483,0.0031,1.0659,0.2432,0.9265,0.0347,?,?,?,?,?,PANTALONI
0.46,8.1464,2.8542,16.2998,-0.4285,-0.9236,3.1574,1.7769,8.9735,-1.4063,-0.0148,9.2466,3.0408,14.4645,-1.007,3.9474,6.0336,2.4563,12.387,0.0207,-0.498,-31.0728,0.1165,62.3902,-0.234,-0.0038,1.6063,0.9386,1.162,0.5844,0.7234,1.238,2.5801,0.881,1.3502,0.3415,0.5233,1.5325,0.9324,0.6737,-18.6392,0.7226,-19.9915,-27.6661,3.0597,1.5832,0.902,0.5174,0.2948,0.5697,1.8164,1.1269,1.3159,0.6204,0.7244,1.1677,0.0055,5.9057,0.3786,0.6647,0.5535,0.1327,0.1079,0.2325,0.2296,0.0089,0.0941,0.3601,0.2983,-0.0354,0.0095,0.0977,0.3585,-0.939,0.5921,0.0553,0.2352,0.6498,0.2614,-6.4898,0.3877,-0.0597,0.963,0.4001,0.4154,0.9274,0.1601,0.1726,-0.8817,0.6654,-0.7547,2.7755,0.5832,0.2101,1.0045,0.5541,0.5517,0.0034,0.9088,0.7114,0.515,-0.0437,?,?,?,?,?,PANTALONI
-0.1953,0.9367,0.9678,4.8089,-0.7217,0.073,0.4605,0.6786,2.8184,-0.8573,0.1551,0.5398,0.7347,4.1638,-1.1809,1.2703,0.3908,0.6252,2.5793,0.0822,-2.6736,-1.2589,-0.1537,0.4708,0.0575,0.1221,1.4261,1.3173,1.5481,0.9237,1.0855,1.1752,2.0338,1.7354,2.3967,0.8533,1.1784,1.3811,1.5494,0.8941,-8.7275,0.577,-5.6327,-9.7614,1.8406,1.463,0.9939,0.7948,0.54,0.6793,1.7062,1.1549,1.8644,0.6769,1.0927,1.6143,0.0014,1.8816,-0.1968,-0.2386,0.0166,0.3857,0.5141,0.3173,0.6595,0.0001,0.0112,0.039,0.9421,0.2446,0.0008,0.0277,0.1038,0.6689,0.696,0.0001,0.0101,0.0287,0.9598,2.6956,0.9475,0.3515,0.4048,1.1126,2.7482,0.1639,1.2378,7.5524,3.024,0.9271,0.3066,2.1472,0.9445,0.4399,0.3756,1.3589,3.6185,0.0051,1.6001,-0.2809,-0.8617,-0.2303,?,?,?,?,?,PANTALONI
0.2402,0.5309,0.7286,3.349,-0.4537,-0.2339,0.2844,0.5332,2.1332,-0.9371,-0.0235,0.3258,0.5708,2.0837,-0.4392,1.0299,0.1934,0.4398,1.9853,0.1521,-1.0268,-10.2323,0.2332,9.9649,-0.2271,-0.0228,1.3664,1.2764,1.6568,0.9342,1.2126,1.298,1.8669,1.6292,2.745,0.8727,1.4703,1.6848,1.0129,1.6439,-2.9351,1.6229,-2.8977,-1.7855,2.0919,1.5912,0.9839,0.7607,0.4703,0.6183,1.57,1.6073,1.6869,1.0238,1.0745,1.0495,0.0017,1.5318,-0.213,-0.4343,0.4011,0.5805,0.4486,0.3897,0.6281,0.0341,0.1847,1.3235,-0.9423,0.2684,0.0095,0.0976,0.6748,-1.0056,0.6693,0.0388,0.197,1.3945,-0.9755,2.3402,0.9385,0.4011,1.8927,0.9376,0.4954,3.5822,0.8791,0.2454,1.8977,0.9325,0.4914,2.0252,0.9654,0.4767,1.9613,0.9491,0.4839,0.0049,1.6346,0.8683,0.998,0.8952,?,?,?,?,?,PANTALONI
-0.1899,1.4091,1.1871,6.1274,-0.7114,0.2097,0.5527,0.7435,3.0141,-0.3818,0.5212,0.1946,0.4412,1.9575,-0.1304,1.3013,0.8147,0.9026,3.4734,0.0573,-0.9059,-0.3644,-0.146,0.4022,0.1611,0.4005,1.5967,2.6907,1.3151,1.6852,0.8237,0.4888,2.5494,7.2401,1.7296,2.8399,0.6784,0.2389,3.0581,11.2766,-12.0536,3.6875,-3.9416,-1.0689,1.6415,2.0676,0.9717,1.2596,0.592,0.47,2.0329,3.1301,1.7641,1.5397,0.8678,0.5636,0.0032,1.978,-0.3051,-0.3244,-0.0062,0.6137,0.8128,0.52,0.6895,0.0001,0.0085,0.0337,0.9522,0.1781,0.0005,0.0223,0.0785,0.653,0.6745,0.0001,0.0103,0.0383,0.945,3.8717,1.0222,0.264,0.3827,0.8299,2.1687,0.1464,0.6887,4.7031,4.5465,1.0204,0.2244,3.1176,1.0126,0.3248,0.429,0.8793,2.0493,0.0053,1.5421,-0.3331,-0.9669,0.1513,?,?,?,?,?,PANTALONI
0.0254,3.9674,1.9918,17.9608,-3.9705,0.6881,31.9432,5.6518,35.5691,-0.1849,0.2211,3.637,1.9071,10.9413,-1.1413,4.2479,22.0258,4.6932,32.7066,0.021,0.037,0.115,0.006,3.1126,0.162,0.052,0.3524,1.0444,0.4244,2.9636,1.2043,0.4064,0.1242,1.0908,0.1801,8.7829,1.4503,0.1651,2.5844,2.4603,-20.4893,0.952,-7.9282,-8.3281,0.1204,0.7072,0.1082,5.8747,0.8985,0.153,0.505,1.6416,0.5491,3.2509,1.0875,0.3345,0.0037,5.963,-0.6466,0.4713,-0.6334,-0.3669,0.8736,-0.327,0.6136,0.0007,0.0256,0.0939,0.8579,-0.2768,0.0005,0.0226,0.3203,?,-0.1815,0.0021,0.0456,0.2334,?,-2.2171,-3.3799,1.5245,1.1336,0.5621,0.4958,1.2851,0.3159,0.2458,-1.7693,-2.4284,1.3725,0,0,1,0.2931,0.4023,1.3725,0.0036,1.0719,0.2194,-0.2753,0.2196,?,?,?,?,?,GIACCA
-0.0927,9.4422,3.0728,16.4388,-1.2724,-0.0343,6.8045,2.6085,11.7085,-0.6895,0.1599,17.8704,4.2273,25.9837,-1.1828,5.26,6.4848,2.5465,14.1222,0.0665,2.7043,-0.5798,-0.0176,-0.2144,-0.0065,0.0304,1.178,0.7269,1.2067,0.6171,1.0244,1.66,1.3876,0.5284,1.456,0.3808,1.0493,2.7557,1.9262,0.6537,-9.1507,0.3394,-4.7506,-13.9977,1.0439,0.6077,0.4782,0.5822,0.4581,0.7869,1.404,0.6327,1.164,0.4506,0.8291,1.8399,0.0009,7.9295,0.5091,0.4512,0.0179,0.2524,0.1424,0.3716,0.3443,0.0051,0.0712,0.2135,0.5317,-0.2055,0.0115,0.1071,0.3132,?,-0.0833,0.0011,0.0327,0.162,?,-1.6752,-4.1312,2.4661,0.6642,2.179,3.2806,0.4411,4.7479,10.7626,-0.774,-1.4962,1.9332,0,0,1,0.6816,1.3177,1.9332,0.002,0.6331,-0.9094,-0.777,0.7395,?,?,?,?,?,GIACCA
