@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.5201,0.3067,0.5538,2.3148,-2.8744,4.9099,2.4849,1.5763,6.7573,0.1623,9.9095,0.6223,0.7889,3.1172,0.7241,11.1573,1.504,1.2264,4.756,0.642,-0.1059,-0.0525,-0.0466,0.4955,0.4401,0.8882,0.3513,0.702,0.4516,1.9983,1.2854,0.6432,0.1234,0.4928,0.2039,3.9931,1.6522,0.4138,-1.3119,-0.2099,-0.2014,0.16,0.1535,0.9596,0.0741,0.0529,0.045,0.7138,0.6073,0.8507,0.3426,0.7426,0.4867,2.1678,1.4208,0.6554,0.2407,15.4531,-0.238,-0.3013,-0.3201,0.5627,0.8826,0.8801,0.1732,0.1193,0.3453,1.2774,-0.1201,2.7214,0.0224,0.1495,0.5699,0.8045,9.4123,0.0019,0.0434,0.1579,0.9834,0.0636,0.0184,0.2891,2.3092,7.9621,3.448,5.3323,63.3958,11.889,-0.0584,-0.0146,0.2505,0.3912,0.1198,0.3062,2.2413,8.0917,3.6102,0.213,12.3854,0.1233,-0.434,-0.9396,2,0,0,0,1,SINISTRA_PANTALONI
0.8353,0.4805,0.6932,2.4347,-0.4085,6.1807,0.8812,0.9387,3.549,0.5467,10.8984,0.823,0.9072,2.9925,0.7602,12.6018,1.0551,1.0272,3.4948,0.7573,0.1351,0.0766,0.0663,0.5671,0.4905,0.8648,0.7384,0.7641,0.6748,1.0348,0.9139,0.8832,0.5452,0.5838,0.4554,1.0707,0.8352,0.78,-0.165,-0.0744,-0.0648,0.4512,0.3925,0.87,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.686,0.8136,0.6967,1.186,1.0155,0.8563,0.2616,18.0618,0.8436,-0.0832,0.3354,0.3552,0.7293,0.8982,8.5395,0.0124,0.1113,0.2882,0.9668,4.7961,0.0428,0.2068,0.544,0.8927,0.4324,0.01,0.1002,0.3632,0.4054,1.7805,19.7499,11.0923,0.5384,1.1112,2.064,0.2899,1.2349,4.2602,1.8548,33.8991,18.2768,1.7126,14.2152,8.3004,0.5298,0.7935,1.4978,0.2042,13.7679,-1,0.9374,-0.9414,4.375,0.2344,0.4841,1,0.8,SINISTRA_PANTALONI
-1.099,3.9456,1.9864,9.4949,-1.0586,-1.1508,9.6233,3.1021,13.5668,-1.4996,7.9839,20.4575,4.523,20.438,-0.1032,8.9079,20.9502,4.5771,18.5623,0.0425,0.955,-0.1377,-0.1234,-0.1441,-0.1292,0.8963,0.6403,0.4392,0.434,0.6859,0.6777,0.9882,0.41,0.1929,0.1883,0.4704,0.4593,0.9765,0.5999,2.5529,-5.9259,4.2556,-9.8782,-2.3212,0.8498,0.249,0.2379,0.293,0.28,0.9556,0.6999,0.4646,0.5115,0.6638,0.7309,1.101,0.1732,12.4236,0.3711,-0.0259,-0.0788,-0.2248,-0.3115,0.9787,2.3066,0.2428,0.4928,2.626,0.3816,0.047,2.4029,1.5501,5.5463,-0.6123,9.3873,0.081,0.2846,1.5235,0.8424,49.0549,0.2457,0.005,0.3179,1.7313,5.4462,0.1011,2.9973,29.661,-0.7692,0.199,-0.2587,1.2344,0.4393,0.3559,0.4735,1.7237,3.6406,0.2057,12.991,0.4,-0.9091,-0.481,0,0,0,0,0,SINISTRA_PANTALONI
1.4122,0.7074,0.8411,3.3741,-0.2602,5.4233,1.0935,1.0457,4.0211,0.4583,10.1671,4.873,2.2075,8.7397,0.4576,11.6989,4.5854,2.1414,8.6798,0.4841,0.2604,0.1389,0.1207,0.5334,0.4636,0.8691,0.8043,0.381,0.3928,0.4737,0.4883,1.0309,0.6469,0.1452,0.1543,0.2244,0.2385,1.0627,-0.2048,-0.0945,-0.0856,0.4613,0.4178,0.9056,0.3607,0.1661,0.1591,0.4607,0.4412,0.9579,0.8391,0.3861,0.3887,0.4601,0.4633,1.0069,0.247,17.0727,0.7803,-0.2558,-0.0325,0.1499,0.394,0.9669,8.5525,0.0392,0.1981,0.5621,0.9367,4.7413,0.1173,0.3425,0.9977,0.8057,-0.6015,0.0364,0.1907,0.9186,?,1.8038,-14.2175,-7.8818,0.5783,1.0383,1.7954,0.3345,1.0781,3.2236,2.0102,-9.0541,-4.5042,1.7291,0,0,0.5635,0.612,1.0861,0.2085,13.8953,-0.9973,0.8458,-0.8081,3.0638,0.9959,0.998,2,0.5,SINISTRA_PANTALONI
0.2283,6.4807,2.5457,10.9167,-1.3188,2.6856,18.8124,4.3373,13.4591,-0.5042,9.8845,14.4874,3.8062,11.9293,0.2993,11.6699,8.5606,2.9259,10.3083,0.3972,0.085,0.0231,0.0196,0.2717,0.2301,0.847,0.5869,0.6688,0.8701,1.1395,1.4824,1.3009,0.3445,0.4473,0.757,1.2985,2.1975,1.6923,1.3762,-1.2183,-0.9142,-0.8853,-0.6642,0.7503,0.5262,0.2765,0.2753,0.5255,0.5232,0.9956,0.8111,0.9151,1.059,1.1282,1.3057,1.1573,0.2134,16.0945,0.3141,-0.4503,-0.6057,-0.8392,-0.704,0.9567,-6.5372,1.2805,1.1316,8.0496,?,3.0241,12.7763,3.5744,10.3796,-0.4986,5.441,0.655,0.8093,2.5309,0.6378,-2.1617,-1.2015,0.5558,0.3166,1.3983,4.4167,0.1002,1.9552,19.5072,2.3309,-1.8065,-0.775,0,0,0.9913,0.7755,3.1805,4.1011,0.1881,16.0962,0.5184,-0.1271,-0.8927,6.875,0.1094,0.3307,1,0.8571,SINISTRA_PANTALONI
0.0179,25.1097,5.011,15.7637,-2.0627,-5.0428,5.4634,2.3374,10.4469,?,11.7569,26.4945,5.1473,16.4847,0.2067,13.807,30.087,5.4852,17.6701,0.2036,-0.0035,0.0015,0.0013,-0.4289,-0.3652,0.8515,2.1438,0.9735,0.9135,0.4541,0.4261,0.9384,4.596,0.9477,0.8346,0.2062,0.1816,0.8806,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0,0.2477,0.232,0,0,0.9365,1.5089,0.9563,0.8921,0.6337,0.5912,0.9329,0.2907,21.0126,-0.0235,-0.6222,-0.652,-0.4501,-0.5909,0.9715,-3.7765,9.4658,3.0766,9.5488,?,-1.2118,4.9641,2.228,6.1875,-3.2869,7.1426,0.1912,0.4373,1.5684,0.8017,3.1163,-0.5287,-0.1697,1.3809,7.0362,5.0954,1.9069,49.5079,25.9631,2.0128,-1.5057,-0.7481,0,0,0.1825,1.5432,6.0884,3.9452,0.1857,12.84,0.9863,0.4731,0.5782,1,0,0,0,1,SINISTRA_PANTALONI
0.3718,4.3347,2.082,10.2864,-0.5565,11.441,17.1843,4.1454,17.9874,0.1742,10.2898,9.6894,3.1128,12.8982,0.2382,15.7121,21.2526,4.6101,20.3671,0.2205,0.0325,0.0361,0.0237,1.1119,0.7282,0.6549,0.5022,0.6689,0.4516,1.3317,0.8992,0.6752,0.2522,0.4474,0.204,1.7735,0.8086,0.4559,-0.9696,-0.9121,-0.6383,0.9407,0.6583,0.6997,0.3034,0.3903,0.2529,1.2865,0.8336,0.6479,0.5719,0.7975,0.505,1.3946,0.8832,0.6333,0.3346,23.4717,0.4562,-0.2881,0.1824,0.5286,0.9217,0.8136,5.927,5.4979,2.3448,7.3219,0.1561,6.9834,3.4294,1.8519,5.9966,0.3826,-0.6759,2.9097,1.7058,5.9003,-1.148,0.8487,-8.7685,-10.3314,1.2662,1.3746,1.0856,1.6032,1.8896,1.1786,0.3646,-0.4295,-1.1782,0.8934,3.1587,3.5357,1.221,1.2409,1.0163,0.1997,14.4713,-0.971,0.0876,-0.2742,0.4348,0.3327,0.5768,2,0,SINISTRA_PANTALONI
-0.3272,3.7922,1.9474,7.0256,-1.6096,7.9812,10.0048,3.163,12.6605,0.1057,9.47,12.4317,3.5259,12.8314,0.2331,12.8135,15.5296,3.9408,15.0997,0.2476,-0.041,-0.0346,-0.0255,0.8428,0.6229,0.7391,0.6157,0.5523,0.4942,0.8971,0.8026,0.8947,0.379,0.305,0.2442,0.8048,0.6442,0.8005,-2.8945,-1.1114,-0.8719,0.384,0.3012,0.7845,0.1902,0.1609,0.1341,0.8462,0.7054,0.8336,0.5549,0.5475,0.4653,0.9867,0.8385,0.8498,0.2693,19.154,0.6137,0.169,0.3944,0.4796,0.8058,0.9023,7.2589,1.1532,1.0738,3.8582,0.5482,5.5564,2.8759,1.6958,5.1537,0.3488,-0.0736,8.6036,2.9332,8.3997,-0.6829,1.3064,-98.6745,-75.5316,0.6332,0.3661,0.5782,0.401,0.134,0.3343,1.6958,-1.3735,-0.81,1.079,1.7109,1.5856,0.7486,0.4593,0.6136,0.1987,15.5195,-0.8686,0.8257,-0.9925,0.413,0.2424,0.4924,1,0,SINISTRA_PANTALONI
0.2513,1.858,1.3631,3.956,-0.426,7.927,0.8525,0.9233,3.2283,0.6569,11.0138,3.0734,1.7531,6.8636,0.567,13.662,3.3368,1.8267,6.997,0.615,0.0317,0.0228,0.0184,0.7197,0.5802,0.8062,1.4763,0.7775,0.7462,0.5267,0.5054,0.9597,2.1795,0.6045,0.5568,0.2774,0.2555,0.9211,-0.1912,-0.1315,-0.1057,0.6879,0.553,0.804,0.2948,0.175,0.1526,0.5937,0.5177,0.8721,1.2254,0.5764,0.5654,0.4703,0.4614,0.9809,0.2888,20.0985,0.7089,0.0402,0.2832,0.6456,0.8216,0.9649,7.5305,0.0229,0.1512,0.4933,0.9369,6.2469,0.035,0.187,0.6218,0.9046,-0.6101,0.0093,0.0966,0.7737,?,1.2055,-12.3439,-10.2399,0.809,1.5652,1.9349,0.6544,2.4499,3.7437,1.2418,-9.4604,-7.6181,1.199,0,0,0.7934,0.6376,0.8037,0.2086,14.3874,-0.9988,-0.291,0.3286,0,0,0,0,0,SINISTRA_PANTALONI
0.5268,1.4364,1.1985,4.1222,-0.4399,6.875,0.3461,0.5883,2.1188,0.7301,10.906,3.1479,1.7742,6.8901,0.54,13.0268,1.7158,1.3099,5.2166,0.6786,0.0766,0.0483,0.0404,0.6304,0.5278,0.8372,2.0371,0.6755,0.915,0.3316,0.4492,1.3545,4.1497,0.4563,0.8372,0.11,0.2017,1.8346,-0.2197,-0.1557,-0.1144,0.7085,0.5204,0.7344,0.3647,0.1911,0.1764,0.5241,0.4837,0.9229,1.9456,0.5983,0.7902,0.3075,0.4062,1.3208,0.2805,18.8157,0.5133,-0.6782,-0.6265,-0.7127,-0.5984,0.9854,8.3898,0.0196,0.1399,0.492,0.9428,5.02,0.0496,0.2227,0.7665,0.8589,-0.7026,0.0217,0.1474,0.9971,?,1.6713,-11.9407,-7.1446,0.6283,0.9491,1.5106,0.3948,0.9009,2.2819,1.7363,-8.1265,-4.6804,1.5819,0,0,0.6418,0.4934,0.7688,0.2131,14.1123,-0.9942,0.4422,-0.3448,0,0,0,0,0,SINISTRA_PANTALONI
0.6732,1.5327,1.238,3.955,-0.3445,7.6496,0.45,0.6708,2.8544,0.6897,10.8355,2.3753,1.5412,5.9184,0.6031,13.3919,1.3922,1.1799,4.6924,0.7191,0.088,0.0621,0.0503,0.706,0.5712,0.8091,1.8455,0.8033,1.0492,0.4353,0.5686,1.3062,3.4057,0.6453,1.1009,0.1895,0.3233,1.7062,-0.1598,-0.1127,-0.0844,0.7055,0.5281,0.7486,0.3198,0.1973,0.1761,0.6169,0.5506,0.8926,1.3856,0.6683,0.8429,0.4823,0.6083,1.2613,0.2767,19.572,0.8218,-0.5004,-0.206,-0.4267,-0.0867,0.9353,7.8904,0.0174,0.1319,0.4922,0.9394,5.7368,0.0343,0.1851,0.6555,0.8917,-0.968,0.0137,0.1169,1.1445,?,1.3754,-8.1512,-5.9265,0.7125,1.1281,1.5833,0.5077,1.2726,2.5068,1.4148,-6.6687,-4.7136,1.3428,0,0,0.7508,0.43,0.5728,0.2042,14.5953,-0.9935,-0.0874,0.1959,?,?,?,?,?,SINISTRA_PANTALONI
-1.276,5.8628,2.4213,10.5184,-3.6799,0.7438,29.3807,5.4204,23.2868,-0.5436,9.789,9.2202,3.0365,14.4933,0.2786,11.2844,15.1304,3.8898,17.3015,0.255,-1.7155,-0.1303,-0.1131,0.076,0.0659,0.8675,0.4467,0.7974,0.6225,1.7851,1.3935,0.7806,0.1995,0.6359,0.3875,3.1866,1.9418,0.6094,1.0085,-1.4775,-1.3967,-1.465,-1.3849,0.9453,0.149,0.1119,0.0968,0.7509,0.6496,0.8651,0.4517,0.7257,0.6079,1.6067,1.3459,0.8377,0.2106,16.2677,0.6735,-0.4312,-0.4035,0.1506,0.2199,0.9503,5.8435,1.5907,1.2612,5.3336,0.3602,1.8403,1.4949,1.2227,3.7174,0.1129,7.3721,1.1757,1.0843,4.1559,0.4987,3.1753,0.7927,0.2496,1.0316,1.1632,1.1276,1.0641,1.353,1.2715,6.3484,0.7262,0.1144,1.9893,1.0055,0.5054,1.4348,1.2834,0.8945,0.2039,15.0559,-0.4193,-0.8287,-0.136,0,0,0,0,0,SINISTRA_PANTALONI
-0.3774,8.3376,2.8875,10.9697,-1.5101,-1.1588,7.9405,2.8179,11.2306,-1.0807,9.6633,9.8663,3.1411,12.571,0.2047,10.4976,10.8099,3.2878,12.2039,0.2881,0.3257,-0.0391,-0.036,-0.1199,-0.1104,0.9205,1.0247,0.9193,0.8782,0.8971,0.8571,0.9554,1.05,0.8451,0.7713,0.8048,0.7346,0.9127,1.1314,-2.0396,-1.3364,-1.8027,-1.1812,0.6552,0.8097,0.2765,0.2549,0.3415,0.3149,0.9221,0.9768,0.8726,0.8989,0.8934,0.9203,1.0301,0.2072,14.4461,0.5169,-0.6571,-0.674,-0.3154,-0.3711,0.9792,4.9718,0.3518,0.5932,2.8413,0.5385,0.9099,2.0414,1.4288,4.081,-0.1549,8.253,0.1158,0.3403,1.7232,0.8052,5.4639,0.6024,0.1103,0.4151,1.743,4.1985,0.1723,3.0381,17.6278,-6.0553,0.4653,-0.0768,1.7423,0.6958,0.3994,0.6962,1.6489,2.3683,0.2059,14.4754,-0.2985,-0.7171,-0.4048,0,0,0,0,0,SINISTRA_PANTALONI
-0.299,11.4798,3.3882,15.6232,-0.7824,9.1859,15.7358,3.9668,15.9286,0.2153,10.5051,11.1256,3.3355,12.8462,0.3387,14.3474,27.3227,5.2271,19.6008,0.2989,-0.0326,-0.0285,-0.0208,0.8744,0.6403,0.7322,0.8541,1.0158,0.6482,1.1893,0.7589,0.6381,0.7295,1.0318,0.4202,1.4144,0.5759,0.4072,-1.569,-1.0425,-0.8206,0.6644,0.523,0.7872,0.4318,0.4512,0.3135,1.045,0.7261,0.6948,0.9808,1.2162,0.7971,1.2399,0.8127,0.6554,0.3034,22.1629,-0.1127,-0.423,-0.2078,0.9085,0.9797,0.963,3.7023,0.042,0.2049,0.7121,0.8267,7.9065,0.1916,0.4377,1.5211,0.8299,4.3407,0.88,0.9381,3.232,0.3777,0.4683,0.8529,1.8215,0.4681,0.2184,0.4666,0.2191,0.0477,0.2177,0.4579,1.7318,3.7824,0.4596,0.7912,1.7215,0.4681,0.2203,0.4707,0.212,15.9495,-0.2444,0.0743,-0.9779,0,0,0,0,0,SINISTRA_PANTALONI
-0.7975,0.2516,0.5015,1.9297,-9.956,4.8194,3.0629,1.7501,5.9097,0.3478,10.3375,3.1227,1.7671,7.0613,0.5236,11.4846,5.2674,2.2951,8.6041,0.5021,-0.1655,-0.0771,-0.0694,0.4662,0.4196,0.9001,0.2866,0.2838,0.2185,0.9904,0.7625,0.77,0.0821,0.0806,0.0478,0.9808,0.5815,0.5928,-0.5565,-0.226,-0.2021,0.4061,0.3632,0.8943,0.0194,0.0119,0.0102,0.6114,0.5243,0.8577,0.3265,0.2733,0.2243,0.8369,0.6869,0.8207,0.2433,15.9794,0.6998,0.6558,0.6723,0.8916,0.9482,0.9888,7.8241,0.0013,0.0355,0.1214,0.9846,5.8945,0.0021,0.0457,0.187,0.9687,0.33,0.0961,0.3101,1.1442,-0.2335,1.3274,23.7086,17.8614,0.7754,0.1143,0.1475,0.6013,0.0131,0.0217,1.3459,-35.9179,-26.6878,1.324,8.5181,6.4334,0.6495,0.1061,0.1634,0.2085,14.0899,-0.9179,-0.5952,0.2382,0,0,0,0,0,SINISTRA_PANTALONI
0.7835,1.0621,1.0306,3.788,-0.2481,7.145,2.6667,1.633,6.1102,0.4238,9.8105,4.2794,2.0687,7.6386,0.5049,12.2381,6.148,2.4795,7.7714,0.5544,0.1097,0.0799,0.064,0.7283,0.5838,0.8016,0.6311,0.4982,0.4156,0.7894,0.6586,0.8343,0.3983,0.2482,0.1727,0.6231,0.4337,0.6961,-0.1675,-0.0967,-0.0779,0.577,0.4648,0.8056,0.2862,0.1967,0.174,0.6874,0.608,0.8846,0.6199,0.4959,0.4874,0.7999,0.7862,0.9829,0.2588,17.9595,0.7543,0.0518,0.3531,0.6611,0.8616,0.9498,7.7512,0.0166,0.1289,0.4785,0.9408,6.001,0.0288,0.1696,0.6357,0.8974,-0.0564,0.0306,0.1748,0.6131,-1.5585,1.2916,-137.509,-106.461,0.76,0.7372,0.97,0.5775,0.5435,0.941,1.3668,-20.3464,-14.8862,1.3038,33.7074,25.8533,0.7527,0.7804,1.0367,0.2086,13.9091,-1.0002,0.3577,-0.3375,0,0,0,0,0,SINISTRA_PANTALONI
-0.3313,1.1141,1.0555,3.4087,-1.3085,7.3685,9.809,3.1319,8.9956,0.2646,10.8219,2.2907,1.5135,5.1746,0.6337,13.2927,8.0383,2.8352,8.3741,0.5393,-0.045,-0.0306,-0.0249,0.6809,0.5543,0.8141,0.337,0.6974,0.3723,2.0693,1.1047,0.5338,0.1136,0.4864,0.1386,4.282,1.2203,0.285,-0.5968,-0.2158,-0.1971,0.3616,0.3302,0.9131,0.1207,0.1045,0.0812,0.8659,0.6729,0.7771,0.3789,0.6587,0.4071,1.7384,1.0742,0.6179,0.2673,19.1807,0.9313,0.6899,0.8686,0.8172,0.9719,0.9272,7.4113,0.0666,0.258,0.7605,0.9012,6.399,0.0787,0.2806,0.82,0.881,0.2878,0.0575,0.2398,0.7429,0.1245,1.1582,25.7519,22.2345,0.9196,1.0761,1.1702,0.8457,1.1579,1.3693,1.1427,65.6721,57.471,1.1171,9.0738,8.1227,0.9275,1.0237,1.1038,0.1999,14.0982,-0.9981,-0.9014,0.8745,0,0,0,0,0,SINISTRA_PANTALONI
-1.0098,7.4675,2.7327,9.4624,-1.2517,10.6899,25.0261,5.0026,20.1303,0.0446,9.4934,2.0076,1.4169,6.7152,0.4731,14.856,19.2187,4.3839,17.5809,0.2905,-0.0945,-0.1064,-0.068,1.126,0.7196,0.639,0.5463,1.9286,0.6233,3.5306,1.1411,0.3232,0.2984,3.7196,0.3886,12.4655,1.3022,0.1045,-5.601,-0.8726,-0.7306,0.1558,0.1304,0.8373,0.1995,0.3298,0.1696,1.6533,0.8502,0.5143,0.4701,1.4091,0.5382,2.9977,1.145,0.382,0.3049,22.7462,-0.8266,-0.6478,-0.7852,0.8899,0.9844,0.9318,-4.1949,1.7912,1.3384,5.7382,?,6.3378,1.3861,1.1773,3.3823,0.5835,5.2074,8.103,2.8466,8.698,-0.0503,-0.6619,-0.8056,1.2171,1.1368,0.4702,0.4136,1.2923,0.2211,0.1711,-1.211,13.7841,-11.3824,0,0,0.9806,1.6966,0.6597,0.3889,0.196,15.7656,-0.9716,0.9039,-0.9785,?,?,?,?,?,TASCA_GIACCA_ALTA
