@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.9973,8.3762,2.8942,16.0627,-0.8664,0.3665,3.4839,1.8665,10.3674,-1.3076,-0.0562,11.9322,3.4543,19.6736,-0.4723,4.0595,8.4449,2.906,14.9027,0.0363,2.7209,-17.7346,0.2457,-6.518,0.0903,-0.0139,1.5506,0.8378,0.9959,0.5403,0.6423,1.1887,2.4043,0.702,0.9919,0.292,0.4125,1.4129,1.2692,1.1815,-13.268,0.9309,-10.4537,-11.2302,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8165,1.0778,0.527,0.6957,1.3201,0.0213,5.973,-0.0245,-0.1097,0.2172,-0.4374,-0.2935,0.5234,?,?,?,?,?,SINISTRA_PANTALONI
0.4601,9.0323,3.0054,13.6304,-0.9635,-0.5365,1.8785,1.3706,7.8876,-1.5472,-0.0349,4.7756,2.1853,8.6294,-0.8969,3.5104,3.8643,1.9658,7.4059,0.108,-0.8575,-13.1713,0.1311,15.3598,-0.1528,-0.01,2.1928,1.3753,1.5288,0.6272,0.6972,1.1117,4.8083,1.8913,2.3373,0.3933,0.4861,1.2358,1.3961,1.6393,-7.4593,1.1742,-5.3429,-4.5502,2.2417,1.5259,0.8361,0.6807,0.373,0.5479,1.7281,1.5795,1.8405,0.914,1.065,1.1652,0.0151,5.1169,0.5986,0.3624,0.3027,0.0594,-0.0188,0.2415,?,?,?,?,?,SINISTRA_PANTALONI
0.1588,0.0159,0.1262,0.6282,-0.1482,-0.1168,0.0134,0.1156,0.3772,-5.8171,-0.1043,0.0055,0.0741,0.3687,-2.4655,0.2698,0.0117,0.1082,0.4793,0.156,-1.3594,-1.5226,0.5886,1.1201,-0.433,-0.3866,1.0916,1.7038,1.166,1.5608,1.0681,0.6844,1.1916,2.9029,1.3596,2.4361,1.1409,0.4684,0.2519,0.3092,-0.915,1.2272,-3.632,-2.9597,9.8878,5.1427,0.9633,0.5201,0.0974,0.1873,1.6654,1.7039,1.3106,1.0231,0.7869,0.7691,0.0047,0.4107,-0.2362,0.1066,0.767,-0.0287,-0.6547,-0.1534,?,?,?,?,?,SINISTRA_PANTALONI
0.1105,0.0046,0.0675,0.2969,-0.1613,-0.0243,0.0053,0.0725,0.2731,-1.9145,-0.1745,0.0067,0.0818,0.3537,?,0.234,0.005,0.0706,0.3366,0.0948,-4.5449,-0.6333,0.4722,0.1393,-0.1039,-0.7457,0.9303,0.8249,0.9555,0.8867,1.0271,1.1583,0.8655,0.6804,0.913,0.7862,1.0549,1.3417,0.2299,0.1166,-1.1699,0.5072,-5.0881,-10.0314,2.7286,0,0.6875,0,0.2519,0,1.0873,0.8395,0.882,0.7722,0.8112,1.0506,0.0042,0.3507,-0.3278,0.1338,0.4093,-0.2196,-0.1544,-0.7835,?,?,?,?,?,SINISTRA_PANTALONI
0.1629,4.0512,2.0128,12.1539,-1.0919,-0.7523,1.0676,1.0332,4.1197,-2.7496,0.0157,3.9397,1.9849,10.0849,-0.4999,2.5629,3.0827,1.7558,7.091,0.0326,-0.2166,10.3801,0.0636,-47.9268,-0.2935,0.0061,1.948,1.0141,1.1464,0.5206,0.5885,1.1305,3.7949,1.0283,1.3142,0.271,0.3463,1.278,2.0999,1.8873,-26.5163,0.8988,-12.6274,-14.0498,5.2883,0.8641,0.7926,0.1634,0.1499,0.9172,2.9502,1.2052,1.714,0.4085,0.581,1.4222,0.016,3.7011,0.0667,0.3467,-0.0008,-0.1736,-0.5533,0.239,?,?,?,?,?,SINISTRA_PANTALONI
-1.8635,3.0449,1.745,6.7682,-3.035,-2.3179,20.9191,4.5737,12.6792,-1.3671,2.1349,16.7753,4.0958,16.3607,-0.7173,7.2343,1.807,1.3443,5.3549,0.5067,0.8039,-0.8729,-0.2576,-1.0857,-0.3204,0.2951,0.3815,0.426,1.2981,1.1167,3.4024,3.0469,0.1456,0.1815,1.685,1.247,11.5764,9.2833,0.6952,0.745,-0.9254,1.0716,-1.3311,-1.2422,0.3132,0.1761,0.1545,0.5622,0.4934,0.8776,0.5338,0.4137,1.2639,0.775,2.3678,3.0553,0.0763,10.7284,-0.6124,-0.3608,-0.2059,0.1371,-0.0467,0.7631,?,?,?,?,?,SINISTRA_PANTALONI
-1.8087,1.942,1.3935,6.3567,-9.6285,-4.3409,4.2356,2.0581,11.9505,-1.5818,0.7179,20.2716,4.5024,14.9158,-0.4838,6.7582,3.4056,1.8454,7.7224,0.2986,0.4167,-2.5194,-0.2676,-6.0466,-0.6423,0.1062,0.6771,0.3095,0.7551,0.4571,1.1152,2.4398,0.4585,0.0958,0.5702,0.2089,1.2437,5.9525,0.7865,1.1841,-1.752,1.5055,-2.2276,-1.4797,0.1292,0.0595,0.0543,0.4605,0.4204,0.9131,0.5319,0.4262,0.8232,0.8012,1.5475,1.9315,0.0991,10.1818,-0.4975,-0.3759,-0.6003,0.0038,0.0814,0.889,?,?,?,?,?,SINISTRA_PANTALONI
-1.9959,4.2776,2.0682,8.3026,-4.635,-3.8043,20.8429,4.5654,15.4403,-1.5099,1.117,22.7609,4.7708,18.2022,-0.2645,7.7117,8.1151,2.8487,12.4636,0.2096,0.5246,-1.7869,-0.2588,-3.4059,-0.4933,0.1448,0.453,0.4335,0.726,0.9569,1.6026,1.6747,0.2052,0.1879,0.5271,0.9157,2.5684,2.8048,0.7352,1.7935,-2.066,2.4394,-2.81,-1.1519,0.2395,0.1024,0.0934,0.4274,0.3901,0.9128,0.5377,0.4561,0.6661,0.8483,1.2388,1.4604,0.0925,11.1339,-0.7313,-0.4464,-0.2797,0.0719,-0.1641,0.8414,?,?,?,?,?,SINISTRA_PANTALONI
-1.7656,13.8023,3.7151,14.6118,-2.2684,-2.0715,9.4554,3.075,11.3981,-2.2524,2.0332,14.6781,3.8312,15.4087,-0.4454,6.4713,7.6003,2.7569,10.2089,0.1449,0.8523,-0.8684,-0.2728,-1.0188,-0.3201,0.3142,1.2082,0.9697,1.3476,0.8026,1.1154,1.3897,1.4597,0.9403,1.816,0.6442,1.2441,1.9313,1.2847,2.1357,-5.8615,1.6624,-4.5624,-2.7445,1.2757,0.4194,0.3745,0.3287,0.2935,0.8929,1.282,0.9483,1.4313,0.7397,1.1165,1.5093,0.0708,9.589,-0.8272,-0.1518,-0.3714,-0.1435,-0.0482,0.6585,?,?,?,?,?,SINISTRA_PANTALONI
0.7113,2.4573,1.5676,7.2812,-1.0685,-0.5832,2.4993,1.5809,5.8441,-1.8855,-0.0402,3.9066,1.9765,9.363,-0.5223,2.8159,1.7814,1.3347,5.7723,0.1538,-1.2196,-17.7099,0.2526,14.5205,-0.2071,-0.0143,0.9916,0.7931,1.1745,0.7999,1.1845,1.4809,0.9832,0.629,1.3794,0.6398,1.403,2.1929,0.9849,1.1709,-3.5855,1.1888,-3.6404,-3.0622,1.738,0.5723,0.516,0.3293,0.2969,0.9017,1.2459,0.7777,1.2614,0.6242,1.0124,1.6221,0.0196,4.2343,0.5404,-0.1163,0.0125,-0.3295,-0.3731,0.5733,?,?,?,?,?,SINISTRA_PANTALONI
0.7354,6.9889,2.6436,9.8265,-0.6298,-0.5687,2.6309,1.622,6.7659,-1.4657,1.081,11.1888,3.345,12.8886,-0.5597,4.3737,3.7122,1.9267,8.5686,0.0454,-1.293,0.6803,0.1681,-0.5261,-0.13,0.2472,1.6299,0.7903,1.3721,0.4849,0.8419,1.7361,2.6564,0.6246,1.8827,0.2351,0.7087,3.0141,0.9441,0.821,-9.3228,0.8696,-9.8747,-11.3559,2.1973,0.7297,0.6717,0.3321,0.3057,0.9206,1.4524,0.7624,1.1468,0.525,0.7896,1.5042,0.0291,6.5933,0.2848,0.612,0.455,0.0677,0.2156,0.4817,?,?,?,?,?,SINISTRA_PANTALONI
0.0076,0.0154,0.1241,0.5052,-1.0164,-0.0044,0.0044,0.066,0.2802,-1.4667,-0.1132,0.0034,0.0587,0.2851,-5.1239,0.1819,0.003,0.0547,0.2377,0.1883,-1.7234,-0.0674,0.042,0.0391,-0.0243,-0.6222,1.8802,2.1144,2.2675,1.1245,1.206,1.0724,3.5353,4.4706,5.1416,1.2646,1.4544,1.1501,1.5286,1.0675,-4.6179,0.6983,-3.0209,-4.3259,2.2059,5.3814,0.8555,2.4395,0.3878,0.159,1.8032,1.7719,2.1251,0.9827,1.1785,1.1993,0.0023,0.273,-0.1179,-0.4344,0.2367,-0.2479,-0.2046,-0.2842,?,?,?,?,?,SINISTRA_PANTALONI
0.0138,0.0129,0.1138,0.4972,-0.9549,-0.0525,0.0302,0.1737,0.7222,-1.0829,-0.1944,0.0174,0.1318,0.5257,-6.3854,0.2999,0.0113,0.1063,0.3788,0.227,-0.2637,-0.0712,0.0462,0.2701,-0.1751,-0.6483,0.6551,0.8634,1.0706,1.318,1.6343,1.24,0.4291,0.7455,1.1462,1.7371,2.6709,1.5375,0.6468,0.5343,-2.1828,0.8261,-3.3749,-4.0855,0.7335,3.5729,0.519,4.8711,0.7076,0.1453,0.6884,0.9457,1.3126,1.3738,1.9067,1.3879,0.0041,0.4448,0.326,-0.3797,0.1306,-0.3389,0.0795,-0.6277,?,?,?,?,?,SINISTRA_PANTALONI
0.072,0.0245,0.1565,0.6601,-0.6333,-0.0325,0.0035,0.0593,0.2718,-1.426,-0.2342,0.0044,0.0665,0.4061,?,0.2951,0.0064,0.0803,0.3274,0.3022,-2.2156,-0.3074,0.244,0.1388,-0.1101,-0.7937,2.6415,2.3549,1.9498,0.8915,0.7381,0.828,6.9774,5.5457,3.8016,0.7948,0.5448,0.6855,1.6018,0.6303,-1.8051,0.3935,-1.1269,-2.8641,3.6065,0,0.8613,0,0.2388,0,2.4281,1.6254,2.0158,0.6694,0.8302,1.2402,0.0056,0.4284,-0.3252,-0.0931,0.4724,-0.3401,0.1498,-0.6882,?,?,?,?,?,SINISTRA_PANTALONI
-1.3677,4.8561,2.2037,9.482,-3.3465,-0.9308,4.2576,2.0634,8.8158,-0.9989,-0.7474,5.3254,2.3077,13.5743,-0.4527,3.7246,3.8619,1.9652,10.8087,0.0397,1.4694,1.8299,-0.3672,1.2453,-0.2499,-0.2007,1.068,0.9549,1.1214,0.8941,1.05,1.1743,1.1406,0.9119,1.2574,0.7995,1.1025,1.379,1.6571,1.7258,-16.3503,1.0414,-9.8665,-9.474,0.4946,0.2335,0.1938,0.472,0.3918,0.8302,1.0756,0.6985,0.8773,0.6494,0.8156,1.2559,0.037,5.581,-0.3535,-0.108,-0.7503,0.0687,0.0476,0.2107,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3898,8.1721,2.8587,10.7926,-1.3161,-1.5631,4.2964,2.0728,7.6739,-3.2422,0.2135,6.502,2.5499,12.3374,-0.7605,4.3554,2.6417,1.6253,7.5193,0.1405,0.2494,-1.8253,-0.0895,-7.3198,-0.3589,0.049,1.3792,1.1211,1.7588,0.8129,1.2753,1.5688,1.9021,1.2569,3.0935,0.6608,1.6263,2.4613,1.0457,1.1507,-4.9876,1.1005,-4.7698,-4.3344,2.576,0.665,0.5326,0.2581,0.2068,0.801,1.4064,0.8748,1.4353,0.622,1.0206,1.6408,0.0332,6.464,0.1996,0.4586,-0.3956,-0.2805,-0.3917,0.0447,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.0105,6.2472,2.4994,13.0562,-3.105,-0.4515,6.3482,2.5196,9.665,-0.9446,-0.3939,7.0742,2.6597,15.2607,-1.4557,4.0923,4.3027,2.0743,9.2826,0.0767,2.2382,2.5657,-0.2469,1.1463,-0.1103,-0.0962,0.992,0.9397,1.205,0.9473,1.2147,1.2822,0.9841,0.8831,1.4519,0.8974,1.4754,1.6441,2.1035,1.0917,-12.7996,0.519,-6.0848,-11.7247,0.6399,0.5118,0.3163,0.7998,0.4943,0.6181,1.3509,0.8555,1.4065,0.6333,1.0412,1.644,0.024,5.9045,0.0874,-0.0291,-0.4662,-0.0131,0.1788,0.0041,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.3677,4.8561,2.2037,9.482,-3.3465,-0.9308,4.2576,2.0634,8.8158,-0.9989,-0.7474,5.3254,2.3077,13.5743,-0.4527,3.7246,3.8619,1.9652,10.8087,0.0397,1.4694,1.8299,-0.3672,1.2453,-0.2499,-0.2007,1.068,0.9549,1.1214,0.8941,1.05,1.1743,1.1406,0.9119,1.2574,0.7995,1.1025,1.379,1.6571,1.7258,-16.3503,1.0414,-9.8665,-9.474,0.4946,0.2335,0.1938,0.472,0.3918,0.8302,1.0756,0.6985,0.8773,0.6494,0.8156,1.2559,0.037,5.581,-0.3535,-0.108,-0.7503,0.0687,0.0476,0.2107,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3898,8.1721,2.8587,10.7926,-1.3161,-1.5631,4.2964,2.0728,7.6739,-3.2422,0.2135,6.502,2.5499,12.3374,-0.7605,4.3554,2.6417,1.6253,7.5193,0.1405,0.2494,-1.8253,-0.0895,-7.3198,-0.3589,0.049,1.3792,1.1211,1.7588,0.8129,1.2753,1.5688,1.9021,1.2569,3.0935,0.6608,1.6263,2.4613,1.0457,1.1507,-4.9876,1.1005,-4.7698,-4.3344,2.576,0.665,0.5326,0.2581,0.2068,0.801,1.4064,0.8748,1.4353,0.622,1.0206,1.6408,0.0332,6.464,0.1996,0.4586,-0.3956,-0.2805,-0.3917,0.0447,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.0105,6.2472,2.4994,13.0562,-3.105,-0.4515,6.3482,2.5196,9.665,-0.9446,-0.3939,7.0742,2.6597,15.2607,-1.4557,4.0923,4.3027,2.0743,9.2826,0.0767,2.2382,2.5657,-0.2469,1.1463,-0.1103,-0.0962,0.992,0.9397,1.205,0.9473,1.2147,1.2822,0.9841,0.8831,1.4519,0.8974,1.4754,1.6441,2.1035,1.0917,-12.7996,0.519,-6.0848,-11.7247,0.6399,0.5118,0.3163,0.7998,0.4943,0.6181,1.3509,0.8555,1.4065,0.6333,1.0412,1.644,0.024,5.9045,0.0874,-0.0291,-0.4662,-0.0131,0.1788,0.0041,?,?,?,?,?,TASCA_GIACCA_ALTA
1.0249,2.2065,1.4854,7.4494,-0.1625,-0.3381,6.6717,2.583,14.0207,-0.3075,0.289,4.2218,2.0547,10.3366,-0.2707,3.1088,4.6839,2.1642,11.9144,0.0849,-3.0313,3.546,0.3297,-1.1698,-0.1088,0.093,0.5751,0.7229,0.6864,1.2571,1.1935,0.9494,0.3307,0.5227,0.4711,1.5803,1.4244,0.9013,0.3159,0.473,-0.9426,1.4973,-2.9838,-1.9928,0.5975,0.7877,0.4922,1.3183,0.8237,0.6248,0.5313,0.7207,0.6252,1.3564,1.1768,0.8676,0.0228,4.7041,0.8275,0.43,0.6756,0.5983,0.7645,0.6772,?,?,?,?,?,TASCA_GIACCA_ALTA
0.222,2.7904,1.6705,6.693,-0.8191,0.1353,0.9969,0.9985,4.8579,-1.3088,-0.1821,2.5145,1.5857,8.6594,-0.8243,2.278,1.2134,1.1016,4.5593,0.0797,1.6411,-1.219,0.0975,-0.7428,0.0594,-0.08,1.673,1.0534,1.5165,0.6297,0.9064,1.4395,2.799,1.1097,2.2996,0.3965,0.8216,2.0723,1.0944,0.7703,-7.6294,0.7038,-6.9712,-9.9051,1.7486,0.7751,0.7426,0.4433,0.4247,0.9581,1.3778,0.7729,1.468,0.561,1.0655,1.8993,0.0068,3.3981,0.1712,-0.0776,0.0418,-0.039,0.1425,-0.0703,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0346,0.0109,0.1044,0.4758,-0.4429,0.0087,0.0053,0.073,0.3243,-0.7523,-0.1471,0.0104,0.1019,0.4029,-7.8139,0.2044,0.0077,0.088,0.383,0.0631,4.0048,-0.2355,0.1695,-0.0588,0.0423,-0.7196,1.4295,1.0241,1.1866,0.7164,0.83,1.1587,2.0435,1.0487,1.4079,0.5132,0.689,1.3425,1.0488,0.4088,-5.6645,0.3898,-5.401,-13.8549,1.7816,7.2134,0.8067,4.0489,0.4528,0.1118,1.467,1.1809,1.2424,0.805,0.8469,1.0521,0.0033,0.2918,-0.331,0.0685,0.3647,-0.5805,0.3477,-0.7727,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0347,0.0119,0.1092,0.4001,-0.8369,-0.0491,0.0039,0.0621,0.2473,-1.6531,-0.1216,0.0031,0.0559,0.2443,-13.6801,0.1838,0.0035,0.0591,0.2481,0.2378,-0.7078,-0.2857,0.1889,0.4036,-0.2669,-0.6612,1.7574,1.9515,1.8461,1.1104,1.0504,0.946,3.0886,3.8085,3.408,1.2331,1.1034,0.8948,1.1829,0.8006,-2.3545,0.6768,-1.9904,-2.9409,2.3366,13.087,0.6691,5.6008,0.2864,0.0511,1.6177,1.6375,1.6127,1.0122,0.9969,0.9848,0.0028,0.2848,-0.4669,-0.121,0.4442,0.096,-0.3343,-0.72,?,?,?,?,?,TASCA_GIACCA_ALTA
1.8735,11.5698,3.4014,14.3584,-0.5301,-4.5926,6.4814,2.5459,9.9273,?,0.2101,10.1141,3.1803,11.5542,-1.057,6.8898,5.3422,2.3113,9.2071,0.2344,-0.4079,8.9176,0.2719,-21.8602,-0.6666,0.0305,1.3361,1.0695,1.4716,0.8005,1.1015,1.3759,1.7851,1.1439,2.1657,0.6408,1.2132,1.8932,0.5011,0.8378,-1.7647,1.6721,-3.5219,-2.1063,0,1.6707,0.7803,0,0,0.4671,1.4464,1.2427,1.5595,0.8592,1.0782,1.2549,0.1034,10.6039,0.3976,-0.0301,-0.0489,-0.6489,-0.8305,0.5845,?,?,?,?,?,TASCA_GIACCA_BASSA
2.6063,11.6201,3.4088,14.4043,-0.2186,-4.4912,11.2431,3.3531,11.8158,-66.1821,-0.9444,10.0197,3.1654,13.7149,-0.8562,6.5526,17.8024,4.2193,15.4986,0.0136,-0.5803,-2.7597,0.3978,4.7555,-0.6854,-0.1441,1.0166,1.0769,0.8079,1.0593,0.7947,0.7502,1.0335,1.1597,0.6527,1.1221,0.6316,0.5628,0.2219,0.4084,-12.1176,1.84,-54.5969,-29.673,67.2103,1.5999,0.7524,0.0238,0.0112,0.4703,1.2191,1.0503,0.9294,0.8615,0.7624,0.8849,0.11,10.1867,-0.4255,0.5556,0.6748,-0.1188,-0.9219,0.253,?,?,?,?,?,TASCA_GIACCA_BASSA
1.8735,11.5698,3.4014,14.3584,-0.5301,-4.5926,6.4814,2.5459,9.9273,?,0.2101,10.1141,3.1803,11.5542,-1.057,6.8898,5.3422,2.3113,9.2071,0.2344,-0.4079,8.9176,0.2719,-21.8602,-0.6666,0.0305,1.3361,1.0695,1.4716,0.8005,1.1015,1.3759,1.7851,1.1439,2.1657,0.6408,1.2132,1.8932,0.5011,0.8378,-1.7647,1.6721,-3.5219,-2.1063,0,1.6707,0.7803,0,0,0.4671,1.4464,1.2427,1.5595,0.8592,1.0782,1.2549,0.1034,10.6039,0.3976,-0.0301,-0.0489,-0.6489,-0.8305,0.5845,?,?,?,?,?,TASCA_GIACCA_BASSA
2.6063,11.6201,3.4088,14.4043,-0.2186,-4.4912,11.2431,3.3531,11.8158,-66.1821,-0.9444,10.0197,3.1654,13.7149,-0.8562,6.5526,17.8024,4.2193,15.4986,0.0136,-0.5803,-2.7597,0.3978,4.7555,-0.6854,-0.1441,1.0166,1.0769,0.8079,1.0593,0.7947,0.7502,1.0335,1.1597,0.6527,1.1221,0.6316,0.5628,0.2219,0.4084,-12.1176,1.84,-54.5969,-29.673,67.2103,1.5999,0.7524,0.0238,0.0112,0.4703,1.2191,1.0503,0.9294,0.8615,0.7624,0.8849,0.11,10.1867,-0.4255,0.5556,0.6748,-0.1188,-0.9219,0.253,?,?,?,?,?,TASCA_GIACCA_BASSA
0.1964,40.0004,6.3246,26.2788,-1.115,-1.3452,10.243,3.2005,11.6605,-2.0827,-2.1334,17.6496,4.2011,21.284,-1.0184,7.3049,20.9316,4.5751,15.8304,0.1043,-0.146,-0.0921,0.0269,0.6305,-0.1841,-0.2921,1.9761,1.5054,1.3824,0.7618,0.6995,0.9183,3.9051,2.2664,1.911,0.5804,0.4894,0.8432,1.7586,1.29,-7.513,0.7336,-4.2723,-5.8239,3.2848,1.1783,0.703,0.3587,0.214,0.5966,2.2537,1.2347,1.66,0.5478,0.7366,1.3445,0.0506,11.182,0.5279,-0.2267,0.0953,-0.2648,-0.3223,-0.5132,?,?,?,?,?,TASCA_GIACCA_BASSA
