@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
7.0441,0.4887,0.6991,2.641,0.6767,5.4163,0.0843,0.2904,1.0997,0.8181,7.0441,0.4887,0.6991,2.641,0.6767,11.349,0.8377,0.9153,3.2977,0.7376,1.3005,1,0.6207,0.7689,0.4773,0.6207,2.4073,1,0.7638,0.4154,0.3173,0.7638,5.7949,1,0.5834,0.1726,0.1007,0.5834,1.118,1,0.5964,0.8945,0.5335,0.5964,1.3515,1,0.6501,0.7399,0.481,0.6501,2.4015,1,0.8009,0.4164,0.3335,0.8009,0.2413,19.5045,0.2592,1,0.9896,0.2592,0.3949,0.9896,?,?,?,?,?,PANTALONI
7.9985,0.0147,0.1213,0.5415,0.9346,5.4169,0.003,0.0547,0.2464,0.9555,7.9985,0.0147,0.1213,0.5415,0.9346,12.5421,0.0224,0.1495,0.633,0.9508,1.4766,1,0.6377,0.6772,0.4319,0.6377,2.2167,1,0.8114,0.4511,0.366,0.8114,4.9139,1,0.6583,0.2035,0.134,0.6583,1.4629,1,0.6329,0.6836,0.4326,0.6329,1.4956,1,0.6438,0.6686,0.4305,0.6438,2.1981,1,0.8556,0.4549,0.3892,0.8556,0.256,21.4139,-0.2969,1.0001,0.988,-0.2969,-0.1538,0.988,?,?,?,?,?,PANTALONI
8.4891,0.0813,0.2852,1.0069,0.8869,4.2593,0.0866,0.2943,1.0378,0.791,8.4891,0.0813,0.2852,1.0069,0.8869,12.7447,0.0931,0.3051,1.0428,0.9212,1.9931,1,0.6661,0.5017,0.3342,0.6661,0.9688,1,0.9345,1.0322,0.9646,0.9345,0.9386,1,0.8733,1.0654,0.9304,0.8733,2.0104,1,0.6482,0.4974,0.3224,0.6482,1.7931,1,0.6732,0.5577,0.3755,0.6732,0.9702,1,0.9656,1.0307,0.9953,0.9656,0.271,21.2375,-0.7891,1,0.9769,-0.7891,-0.6413,0.9769,?,?,?,?,?,PANTALONI
9.1458,0.0776,0.2786,2.084,0.785,3.6224,0.1507,0.3882,2.8624,0.3487,9.1458,0.0776,0.2786,2.084,0.785,13.4351,0.2179,0.4668,3.4886,0.7571,2.5248,1,0.6807,0.3961,0.2696,0.6807,0.7175,1,0.5968,1.3937,0.8317,0.5968,0.5148,1,0.3561,1.9425,0.6918,0.3561,4.9661,1,0.7,0.2014,0.141,0.7,2.2059,1,0.6751,0.4533,0.306,0.6751,0.7281,1,0.5974,1.3735,0.8205,0.5974,0.2798,21.914,0.9311,1.0002,0.9965,0.9311,0.9575,0.9965,?,?,?,?,?,PANTALONI
7.8605,15.2101,3.9,12.9028,0.1763,-0.7934,1.1483,1.0716,4.6084,-1.7506,7.8605,15.2101,3.9,12.9028,0.1763,11.2171,29.9498,5.4726,18.1908,0.1789,-9.9071,1,0.7008,-0.1009,-0.0707,0.7008,3.6395,1,0.7126,0.2748,0.1958,0.7126,13.2459,1,0.5079,0.0755,0.0383,0.5079,-0.9418,1,0.697,-1.0618,-0.7401,0.697,9.3499,1,0.7071,0.107,0.0756,0.7071,2.7998,1,0.7093,0.3572,0.2533,0.7093,0.2423,16.8151,0.3249,1,0.9998,0.3249,0.3091,0.9998,?,?,?,?,?,PANTALONI
8.1188,8.657,2.9423,12.5779,-0.0554,3.7429,3.4921,1.8687,8.9335,-0.329,8.1188,8.657,2.9423,12.5779,-0.0554,12.2987,15.3882,3.9228,15.9485,0.0838,2.1691,1,0.6601,0.461,0.3043,0.6601,1.5745,1,0.7501,0.6351,0.4764,0.7501,2.479,1,0.5626,0.4034,0.2269,0.5626,0.2987,1,-0.453,3.3474,-1.5163,-0.453,1.7729,1,0.6846,0.564,0.3862,0.6846,1.4079,1,0.7887,0.7103,0.5601,0.7887,0.2625,20.239,0.4013,1,0.9916,0.4013,0.4929,0.9916,?,?,?,?,?,PANTALONI
6.337,7.5931,2.7556,15.1023,0.1646,-3.5978,4.7118,2.1707,8.3956,-6.5875,6.337,7.5931,2.7556,15.1023,0.1646,9.9046,15.0554,3.8801,21.3751,0.1657,-1.7613,1,0.6398,-0.5677,-0.3632,0.6398,1.2695,1,0.7102,0.7877,0.5594,0.7102,1.6115,1,0.5043,0.6205,0.313,0.5043,-0.4082,1,0.7008,-2.4499,-1.717,0.7008,16.3375,1,0.7056,0.0612,0.0432,0.7056,1.7988,1,0.7065,0.5559,0.3928,0.7065,0.2012,16.3494,-0.1365,1,0.9775,-0.1365,-0.3307,0.9775,?,?,?,?,?,PANTALONI
6.755,31.9905,5.656,22.1208,-0.471,7.496,27.3572,5.2304,18.092,0.055,6.755,31.9905,5.656,22.1208,-0.471,14.4783,29.1657,5.4005,20.1894,0.1034,0.9011,1,0.4666,1.1097,0.5177,0.4666,1.0814,1,1.0473,0.9248,0.9685,1.0473,1.1694,1,1.0969,0.8552,0.938,1.0969,-6.7268,1,-3.0435,-0.1487,0.4525,-3.0435,0.7855,1,0.6679,1.2731,0.8503,0.6679,1.2227,1,1.0957,0.8179,0.8961,1.0957,0.2584,22.595,-0.2279,1,0.6147,-0.2279,0.4605,0.6147,?,?,?,?,?,PANTALONI
0.8463,1.7016,1.3045,5.2773,-0.7844,2.882,4.018,2.0045,8.3872,-0.1989,0.8463,1.7016,1.3045,5.2773,-0.7844,3.7508,3.0911,1.7582,7.5929,0.0684,0.2937,1,0.2256,3.4053,0.7684,0.2256,0.6508,1,0.742,1.5366,1.1401,0.742,0.4235,1,0.5505,2.3613,1.2999,0.5505,1.6669,1,-4.1602,0.5999,-2.4958,-4.1602,0.4228,1,0.3629,2.3654,0.8583,0.3629,0.6292,1,0.695,1.5893,1.1046,0.695,0.0678,5.7502,0.8746,1,0.7462,0.8746,0.8543,0.7462,?,?,?,?,?,PANTALONI
7.8178,0.6595,0.8121,3.3266,0.6581,4.7981,11.2164,3.3491,13.0492,-0.7365,7.8178,0.6595,0.8121,3.3266,0.6581,12.549,0.3159,0.562,2.7537,0.8065,1.6294,1,0.623,0.6137,0.3823,0.623,0.2425,1,1.4449,4.1241,5.9589,1.4449,0.0588,1,2.0877,17.0082,35.5087,2.0877,-1.1569,1,0.5578,-0.8644,-0.4821,0.5578,1.2948,1,0.6836,0.7723,0.5279,0.6836,0.2549,1,1.2081,3.9227,4.7389,1.2081,0.2564,21.2463,-0.7698,1,0.9046,-0.7698,-0.6575,0.9046,?,?,?,?,?,PANTALONI
9.6661,1.5235,1.2343,4.3216,0.6622,3.8923,0.2992,0.5469,2.0019,0.605,9.6661,1.5235,1.2343,4.3216,0.6622,14.22,3.1532,1.7757,6.2833,0.6651,2.4834,1,0.6798,0.4027,0.2737,0.6798,2.2567,1,0.6951,0.4431,0.308,0.6951,5.0929,1,0.4832,0.1964,0.0949,0.4832,2.7624,1,0.6788,0.362,0.2457,0.6788,2.524,1,0.6818,0.3962,0.2701,0.6818,2.1587,1,0.6878,0.4632,0.3186,0.6878,0.3158,23.2244,0.6152,1,0.9976,0.6152,0.6676,0.9976,?,?,?,?,?,PANTALONI
8.138,0.0155,0.1244,0.7581,0.9089,5.454,0.0247,0.1572,0.9438,0.8345,8.138,0.0155,0.1244,0.7581,0.9089,12.7363,0.0441,0.21,1.2466,0.9039,1.4921,1,0.639,0.6702,0.4282,0.639,0.791,1,0.5923,1.2643,0.7488,0.5923,0.6256,1,0.3508,1.5984,0.5607,0.3508,1.5894,1,0.6447,0.6292,0.4056,0.6447,1.4593,1,0.6412,0.6853,0.4394,0.6412,0.8033,1,0.6082,1.2449,0.7571,0.6082,0.2653,21.73,0.6798,1,0.9727,0.6798,0.832,0.9727,?,?,?,?,?,PANTALONI
8.1836,2.0288,1.4244,5.3582,0.5418,6.3864,3.3919,1.8417,5.2463,0.4605,8.1836,2.0288,1.4244,5.3582,0.5418,13.3164,4.8505,2.2024,7.0608,0.6111,1.2814,1,0.6145,0.7804,0.4796,0.6145,0.7734,1,0.6467,1.293,0.8362,0.6467,0.5981,1,0.4183,1.6719,0.6993,0.4183,1.4146,1,0.5709,0.7069,0.4036,0.5709,1.2024,1,0.644,0.8316,0.5356,0.644,1.0213,1,0.7589,0.9791,0.743,0.7589,0.2812,22.7535,0.3012,1,0.9066,0.3012,0.6746,0.9066,?,?,?,?,?,PANTALONI
9.2844,0.9018,0.9496,3.0838,0.7112,5.7312,0.5998,0.7745,2.7136,0.6019,9.2844,0.9018,0.9496,3.0838,0.7112,14.3543,1.6015,1.2655,4.1763,0.7459,1.62,1,0.6468,0.6173,0.3993,0.6468,1.2262,1,0.7504,0.8156,0.612,0.7504,1.5035,1,0.5631,0.6651,0.3745,0.5631,1.8513,1,0.6196,0.5402,0.3347,0.6196,1.5667,1,0.6498,0.6383,0.4148,0.6498,1.1364,1,0.7384,0.88,0.6498,0.7384,0.2985,24.2999,0.0349,1,0.973,0.0349,0.2642,0.973,?,?,?,?,?,PANTALONI
6.0391,15.4454,3.9301,17.6516,0.0819,0.2721,1.7712,1.3309,5.6427,-0.4342,6.0391,15.4454,3.9301,17.6516,0.0819,8.6728,30.4596,5.519,24.8709,0.0855,22.1935,1,0.6963,0.0451,0.0314,0.6963,2.953,1,0.7121,0.3386,0.2411,0.7121,8.7202,1,0.5071,0.1147,0.0581,0.5071,-0.9223,1,0.6779,-1.0842,-0.735,0.6779,4.887,1,0.707,0.2046,0.1447,0.707,3.1282,1,0.7097,0.3197,0.2269,0.7097,0.1818,13.2108,0.1778,1,0.9996,0.1778,0.1931,0.9996,?,?,?,?,?,PANTALONI
2.7747,9.0223,3.0037,11.4615,-0.3662,-0.9457,6.2242,2.4948,10.9164,-1.3912,2.7747,9.0223,3.0037,11.4615,-0.3662,5.5731,9.5017,3.0825,11.3414,0.0479,-2.934,1,0.4979,-0.3408,-0.1697,0.4979,1.204,1,0.9744,0.8306,0.8094,0.9744,1.4496,1,0.9495,0.6899,0.6551,0.9495,0.4837,1,-5.3871,2.0674,-11.1373,-5.3871,1.8377,1,0.7043,0.5442,0.3833,0.7043,1.0499,1,1.0106,0.9524,0.9625,1.0106,0.0859,8.8926,0.3354,1,0.7956,0.3354,0.0043,0.7956,?,?,?,?,?,PANTALONI
6.3345,10.9054,3.3023,15.4367,-0.0459,6.7867,16.1782,4.0222,14.0728,-0.0976,6.3345,10.9054,3.3023,15.4367,-0.0459,12.189,15.7288,3.966,17.614,0.1564,0.9334,1,0.5197,1.0714,0.5568,0.5197,0.821,1,0.8327,1.218,1.0142,0.8327,0.6741,1,0.6933,1.4835,1.0286,0.6933,0.5414,1,-0.2075,1.8471,-0.3832,-0.2075,1.1511,1,0.7069,0.8687,0.6141,0.7069,1.0969,1,0.8764,0.9116,0.799,0.8764,0.2391,19.612,-0.3515,1,0.8635,-0.3515,0.1168,0.8635,?,?,?,?,?,PANTALONI
7.5706,0.0068,0.0826,0.3249,0.9578,6.3596,0.0028,0.0528,0.2071,0.968,7.5706,0.0068,0.0826,0.3249,0.9578,12.4531,0.0103,0.1016,0.4345,0.9657,1.1904,1,0.6079,0.84,0.5107,0.6079,1.5655,1,0.8132,0.6388,0.5194,0.8132,2.4508,1,0.6613,0.408,0.2698,0.6613,1.1777,1,0.6039,0.8491,0.5127,0.6039,1.1903,1,0.6088,0.8402,0.5115,0.6088,1.569,1,0.7478,0.6374,0.4766,0.7478,0.265,21.5009,-0.0866,1.0006,0.965,-0.0866,0.1792,0.965,?,?,?,?,?,PANTALONI
8.3158,0.8678,0.9316,4.1716,0.6159,5.7233,0.245,0.4949,1.6591,0.7554,8.3158,0.8678,0.9316,4.1716,0.6159,13.0915,1.6542,1.2861,5.8434,0.6504,1.453,1,0.6352,0.6882,0.4372,0.6352,1.8822,1,0.7243,0.5313,0.3848,0.7243,3.5427,1,0.5246,0.2823,0.1481,0.5246,1.3057,1,0.6154,0.7658,0.4713,0.6154,1.6014,1,0.6498,0.6245,0.4058,0.6498,2.5143,1,0.7139,0.3977,0.2839,0.7139,0.2783,22.3549,0.414,1,0.9879,0.414,0.5497,0.9879,?,?,?,?,?,PANTALONI
8.933,0.0027,0.0524,0.2559,0.9718,4.421,0.0018,0.0422,0.1857,0.959,8.933,0.0027,0.0524,0.2559,0.9718,13.3845,0.0047,0.0689,0.3373,0.9752,2.0206,1,0.6674,0.4949,0.3303,0.6674,1.2398,1,0.76,0.8066,0.613,0.76,1.5371,1,0.5777,0.6506,0.3758,0.5777,2.0322,1,0.6663,0.4921,0.3279,0.6663,2.0054,1,0.6686,0.4987,0.3334,0.6686,1.3782,1,0.7587,0.7256,0.5505,0.7587,0.2788,22.2871,-0.1691,0.9993,0.9775,-0.1691,0.0328,0.9775,?,?,?,?,?,PANTALONI
8.2437,0.9806,0.9902,4.6393,0.6084,4.3528,0.2828,0.5318,2.0447,0.6407,8.2437,0.9806,0.9902,4.6393,0.6084,12.4553,1.9744,1.4051,6.2892,0.6446,1.8939,1,0.6619,0.528,0.3495,0.6619,1.862,1,0.7047,0.5371,0.3785,0.7047,3.4669,1,0.4966,0.2884,0.1433,0.4966,1.977,1,0.632,0.5058,0.3197,0.632,2.0819,1,0.6695,0.4803,0.3216,0.6695,2.2689,1,0.7377,0.4407,0.3251,0.7377,0.254,20.8402,0.4624,1,0.9921,0.4624,0.5701,0.9921,?,?,?,?,?,PANTALONI
8.533,5.3262,2.3078,8.5562,0.4236,5.3558,0.6043,0.7774,3.0147,0.5484,8.533,5.3262,2.3078,8.5562,0.4236,13.2473,10.0753,3.1742,12.23,0.4402,1.5932,1,0.6441,0.6277,0.4043,0.6441,2.9687,1,0.7271,0.3368,0.2449,0.7271,8.8133,1,0.5286,0.1135,0.06,0.5286,1.7179,1,0.6539,0.5821,0.3806,0.6539,2.2238,1,0.6795,0.4497,0.3055,0.6795,2.8381,1,0.6996,0.3523,0.2465,0.6996,0.2809,22.4218,0.3997,1,0.9961,0.3997,0.4784,0.9961,?,?,?,?,?,PANTALONI
-1.3881,0.5248,0.7244,5.4868,-1.0525,-9.6399,0.0934,0.3057,10.4525,?,-1.3881,0.5248,0.7244,5.4868,-1.0525,9.8905,0.1019,0.3193,2.1444,0.8083,0.144,1,-0.1403,6.9446,-0.9747,-0.1403,2.3698,1,2.269,0.422,0.9575,2.269,5.6158,1,5.1484,0.1781,0.9168,5.1484,0.2692,1,-0.3112,3.7151,-1.1563,-0.3112,0,1,0.239,0,0,0.239,0.5249,1,2.5587,1.905,4.8744,2.5587,0.205,12.6389,0.6473,1,-0.6647,0.6473,-0.8557,-0.6647,?,?,?,?,?,PANTALONI
-7.0053,30.934,5.5618,16.2638,?,-0.273,2.1603,1.4698,5.5903,-1.6511,-7.0053,30.934,5.5618,16.2638,?,10.0838,60.5685,7.7826,22.0333,0.0425,25.6644,1,-0.6947,0.039,-0.0271,-0.6947,3.7841,1,0.7147,0.2643,0.1889,0.7147,14.3194,1,0.5107,0.0698,0.0357,0.5107,4.6714,1,-16.6424,0.2141,-3.5626,-16.6424,0,1,0,0,0.0916,0,2.9093,1,0.7381,0.3437,0.2537,0.7381,0.2065,15.1902,0.4878,1,-0.9997,0.4878,-0.4872,-0.9997,?,?,?,?,?,PANTALONI
0.7548,0.0694,0.2634,0.9248,0.3013,-9.7754,0.0094,0.0972,10.1514,?,0.7548,0.0694,0.2634,0.9248,0.3013,9.8404,0.013,0.1141,0.5895,0.9423,-0.0772,1,0.0767,-12.9501,-0.9934,0.0767,2.7096,1,2.3086,0.3691,0.852,2.3086,7.3418,1,5.3296,0.1362,0.7259,5.3296,-0.0393,1,0.0414,-25.4575,-1.0544,0.0414,0,1,0.1295,0,0,0.1295,0.0911,1,1.5687,10.9772,17.2196,1.5687,0.2049,11.2851,-0.1948,1,0.5637,-0.1948,-0.917,0.5637,?,?,?,?,?,PANTALONI
-4.9469,13.5076,3.6753,14.4417,-16.1133,-1.7698,1.9286,1.3887,5.9176,-2.1674,-4.9469,13.5076,3.6753,14.4417,-16.1133,7.6457,22.5627,4.75,17.6005,0.0887,2.7951,1,-0.647,0.3578,-0.2315,-0.647,2.6465,1,0.7737,0.3779,0.2924,0.7737,7.004,1,0.5987,0.1428,0.0855,0.5987,3.3581,1,-7.9421,0.2978,-2.3651,-7.9421,0.4517,1,0.0437,2.2139,0.0967,0.0437,2.4405,1,0.8205,0.4098,0.3362,0.8205,0.1503,12.0407,0.1075,1,-0.989,0.1075,-0.1884,-0.989,?,?,?,?,?,PANTALONI
-9.0993,33.9138,5.8236,21.1079,-11.8884,0.616,4.179,2.0443,8.8228,-0.4265,-9.0993,33.9138,5.8236,21.1079,-11.8884,13.2699,61.8907,7.8671,25.1807,0.0864,-14.7725,1,-0.6857,-0.0677,0.0464,-0.6857,2.8487,1,0.7402,0.351,0.2599,0.7402,8.1153,1,0.548,0.1232,0.0675,0.548,7.3813,1,-8.1755,0.1355,-1.1076,-8.1755,0.2648,1,0.0594,3.7766,0.2244,0.0594,2.3924,1,0.8383,0.418,0.3504,0.8383,0.2684,20.097,-0.5109,1,-0.9947,-0.5109,0.5371,-0.9947,?,?,?,?,?,PANTALONI
-7.6062,16.2196,4.0274,14.5357,?,1.0148,4.1375,2.0341,8.148,-0.3668,-7.6062,16.2196,4.0274,14.5357,?,11.2139,27.5622,5.25,17.0855,0.1691,-7.4952,1,-0.6783,-0.1334,0.0905,-0.6783,1.9799,1,0.7671,0.5051,0.3874,0.7671,3.9202,1,0.5885,0.2551,0.1501,0.5885,6.6474,1,-4.1805,0.1504,-0.6289,-4.1805,0,1,0,0,0.2899,0,1.784,1,0.8508,0.5606,0.4769,0.8508,0.2251,16.9557,0.6456,1,-0.9951,0.6456,-0.589,-0.9951,?,?,?,?,?,PANTALONI
-8.8636,3.7919,1.9473,13.337,?,-3.2558,3.48,1.8655,6.5116,-22.7143,-8.8636,3.7919,1.9473,13.337,?,13.0851,7.5698,2.7513,10.7308,0.4416,2.7224,1,-0.6774,0.3673,-0.2488,-0.6774,1.0439,1,0.7078,0.958,0.678,0.7078,1.0896,1,0.5009,0.9177,0.4597,0.5009,2.1384,1,-1.5713,0.4676,-0.7348,-1.5713,0,1,0,0,0.0143,0,2.0482,1,1.2429,0.4882,0.6068,1.2429,0.2698,21.0091,0.2003,1,-0.985,0.2003,-0.3556,-0.985,?,?,?,?,?,PANTALONI
-7.1737,67.3836,8.2087,27.6155,-14.6444,-2.1719,14.1568,3.7626,11.3365,-2.8026,-7.1737,67.3836,8.2087,27.6155,-14.6444,11.3125,128.5907,11.3398,36.4622,0.0045,3.303,1,-0.6341,0.3028,-0.192,-0.6341,2.1817,1,0.7239,0.4584,0.3318,0.7239,4.7598,1,0.524,0.2101,0.1101,0.524,3.0939,1,-155.3278,0.3232,-50.2046,-155.3278,0.5921,1,0.0482,1.6889,0.0814,0.0482,2.436,1,0.7574,0.4105,0.3109,0.7574,0.2117,18.2035,0.5786,1,-0.9943,0.5786,-0.5946,-0.9943,?,?,?,?,?,PANTALONI
-9.2351,2.5879,1.6087,11.5496,?,-2.3367,3.0873,1.7571,6.2441,-5.037,-9.2351,2.5879,1.6087,11.5496,?,13.3511,6.0448,2.4586,8.1185,0.5127,3.9521,1,-0.6917,0.253,-0.175,-0.6917,0.9156,1,0.6543,1.0922,0.7147,0.6543,0.8382,1,0.4281,1.193,0.5107,0.4281,2.2169,1,-1.3524,0.4511,-0.61,-1.3524,0,1,0,0,0.0621,0,1.8497,1,1.4226,0.5406,0.7691,1.4226,0.3015,20.9236,0.7841,1,-0.996,0.7841,-0.833,-0.996,?,?,?,?,?,PANTALONI
-8.9992,5.4432,2.3331,12.2009,?,-2.3916,6.1097,2.4718,7.8147,-3.3871,-8.9992,5.4432,2.3331,12.2009,?,13.1226,12.4826,3.5331,13.2121,0.2772,3.7628,1,-0.6858,0.2658,-0.1822,-0.6858,0.9439,1,0.6604,1.0595,0.6996,0.6604,0.8909,1,0.4361,1.1225,0.4895,0.4361,2.0222,1,-2.4079,0.4945,-1.1907,-2.4079,0,1,0,0,0.0974,0,1.5613,1,0.9235,0.6405,0.5915,0.9235,0.2943,20.8269,0.8765,1,-0.9968,0.8765,-0.909,-0.9968,?,?,?,?,?,PANTALONI
-8.8363,12.7974,3.5773,14.0588,?,-3.0128,7.4025,2.7207,8.1594,-11.1714,-8.8363,12.7974,3.5773,14.0588,?,12.9701,30.0126,5.4784,15.9001,0.2311,2.933,1,-0.6813,0.341,-0.2323,-0.6813,1.3148,1,0.653,0.7606,0.4966,0.653,1.7288,1,0.4264,0.5784,0.2466,0.4264,1.8772,1,-2.9413,0.5327,-1.5668,-2.9413,0,1,0,0,0.0324,0,1.723,1,0.8842,0.5804,0.5132,0.8842,0.2921,20.8657,0.9546,1,-0.9991,0.9546,-0.9655,-0.9991,?,?,?,?,?,PANTALONI
-9.6752,33.2127,5.763,19.3835,?,-5.259,9.021,3.0035,10.1706,?,-9.6752,33.2127,5.763,19.3835,?,14.8193,70.7109,8.409,25.6797,0.0897,1.8397,1,-0.6529,0.5436,-0.3549,-0.6529,1.9188,1,0.6853,0.5212,0.3572,0.6853,3.6817,1,0.4697,0.2716,0.1276,0.4697,1.9058,1,-7.6572,0.5247,-4.0178,-7.6572,1,1,0,1,0,0,1.9058,1,0.7548,0.5247,0.3961,0.7548,0.3332,24.6093,0.6574,1,-0.9954,0.6574,-0.7242,-0.9954,?,?,?,?,?,PANTALONI
-7.6057,5.7825,2.4047,13.1202,?,1.7486,1.2935,1.1373,3.869,-0.0802,-7.6057,5.7825,2.4047,13.1202,?,10.9753,11.1535,3.3397,13.3828,0.2911,-4.3495,1,-0.693,-0.2299,0.1593,-0.693,2.1143,1,0.72,0.473,0.3406,0.72,4.4703,1,0.5185,0.2237,0.116,0.5185,45.6667,1,-2.387,0.0219,-0.0523,-2.387,0,1,0,0,0.1897,0,3.3911,1,0.9804,0.2949,0.2891,0.9804,0.2477,17.0027,-0.0033,1,-0.9984,-0.0033,0.0526,-0.9984,?,?,?,?,?,PANTALONI
-5.1206,34.8533,5.9037,19.6058,-34.6013,-1.2194,7.7674,2.787,9.3569,-2.4111,-5.1206,34.8533,5.9037,19.6058,-34.6013,8.0106,67.2329,8.1996,27.5248,0.0051,4.1994,1,-0.6392,0.2381,-0.1522,-0.6392,2.1183,1,0.72,0.4721,0.3399,0.72,4.4871,1,0.5184,0.2229,0.1155,0.5184,2.8811,1,-135.2565,0.3471,-46.9463,-135.2565,0.2008,1,0.0199,4.981,0.0991,0.0199,2.0953,1,0.7123,0.4773,0.3399,0.7123,0.1469,12.8,0.939,1,-0.9968,0.939,-0.9242,-0.9968,?,?,?,?,?,PANTALONI
5.8018,4.7926,2.1892,9.5129,-0.1814,6.2766,0.8534,0.9238,4.0955,0.5352,5.8018,4.7926,2.1892,9.5129,-0.1814,10.7009,2.647,1.627,5.5188,0.5696,0.9244,1,0.5422,1.0818,0.5865,0.5422,2.3698,1,1.3456,0.422,0.5678,1.3456,5.616,1,1.8106,0.1781,0.3224,1.8106,-0.3099,1,-0.2001,-3.2273,0.6456,-0.2001,0.9139,1,0.628,1.0942,0.6872,0.628,2.3228,1,1.7237,0.4305,0.7421,1.7237,0.2066,17.9971,-0.6648,1,0.8752,-0.6648,-0.3448,0.8752,?,?,?,?,?,PANTALONI
